700 5000
83 262 2
262 520 20
122 173 41
86 188 17
217 492 48
67 549 15
589 632 19
681 603 30
428 431 39
52 430 22
264 107 45
228 281 40
10 277 21
36 159 43
40 333 37
93 230 24
393 82 3
661 590 12
607 697 1
223 490 17
340 3 16
683 561 9
45 86 1
565 1 40
409 97 33
550 558 21
175 481 37
471 87 49
604 479 38
200 530 11
218 205 40
628 659 22
398 260 48
335 681 14
667 293 46
261 46 38
670 238 26
555 417 21
660 152 8
33 55 15
26 301 34
159 593 48
673 592 43
333 37 3
190 211 44
168 427 48
289 548 29
447 649 31
669 75 48
249 236 49
523 43 31
654 461 34
285 167 16
193 604 16
153 208 23
484 692 17
248 269 30
11 214 40
527 643 4
99 374 45
506 258 39
58 509 39
247 40 18
264 475 26
589 403 16
512 540 20
676 195 41
586 151 9
487 483 35
290 450 36
555 181 28
302 477 12
524 65 22
132 85 28
346 589 28
383 425 15
460 145 28
221 555 20
327 273 34
651 275 36
234 1 37
210 374 40
56 371 30
435 645 32
425 518 23
512 437 48
105 162 17
292 639 47
446 203 31
315 139 8
529 545 44
399 45 22
675 162 22
473 380 38
297 42 8
303 177 25
534 1 28
182 569 36
178 439 38
521 626 13
277 575 24
81 400 11
162 602 48
595 684 16
437 407 43
284 144 9
121 58 43
168 177 19
457 641 41
64 223 15
372 429 41
515 115 36
257 459 0
152 193 41
629 548 27
598 124 24
374 633 35
338 270 12
429 184 9
178 623 35
0 624 43
5 312 15
167 7 27
484 4 40
34 391 21
585 434 40
242 498 36
518 221 24
197 376 4
269 608 27
593 168 16
2 338 0
319 318 40
284 239 6
608 432 28
214 487 39
74 520 27
454 588 41
698 342 2
221 4 46
56 309 33
208 161 33
386 104 35
342 642 10
461 120 43
478 487 13
463 391 34
115 656 11
512 411 9
151 538 20
224 607 7
84 451 1
489 458 41
390 213 12
155 60 43
72 202 26
243 373 16
351 575 28
532 261 19
303 529 7
592 351 3
392 170 19
572 307 44
405 440 33
262 409 7
538 160 21
671 354 47
314 523 29
489 466 37
356 32 20
539 366 22
283 460 3
205 491 9
186 187 29
42 317 45
456 88 2
354 366 33
460 319 31
438 267 26
98 514 20
453 207 19
416 622 42
307 63 10
147 493 30
517 643 26
114 526 17
634 320 21
192 564 4
666 693 14
675 400 12
100 551 26
79 443 27
289 361 35
572 234 44
161 363 4
346 88 8
257 30 23
164 574 46
537 581 18
11 192 41
332 523 11
191 661 30
498 569 41
0 179 17
217 314 45
41 336 17
28 653 9
673 481 3
669 516 33
167 485 2
330 357 31
167 610 16
187 571 27
445 564 38
371 647 15
392 11 7
5 53 21
280 340 30
375 520 40
77 498 36
604 289 31
344 688 10
518 319 9
327 609 19
479 316 0
396 53 8
530 93 6
449 154 22
260 394 4
433 146 29
671 628 9
541 21 38
266 133 35
170 129 11
460 108 32
462 306 28
79 497 37
238 469 33
40 395 16
433 209 7
217 234 3
635 358 43
343 693 16
551 640 44
337 274 12
497 451 45
117 392 42
637 230 13
96 10 39
28 209 36
244 640 32
569 520 43
692 262 14
627 207 44
305 13 11
13 393 14
303 295 12
381 346 9
348 68 24
111 254 35
427 633 40
462 427 27
17 240 42
400 400 8
476 354 35
330 231 45
37 223 22
127 29 11
111 554 30
353 493 21
485 628 43
200 55 21
170 452 25
631 340 34
540 286 34
248 139 15
196 512 12
552 631 37
664 357 48
156 570 0
582 301 43
299 232 44
131 75 4
150 326 16
538 201 23
543 441 30
95 218 9
663 28 29
388 154 13
479 369 16
679 277 37
602 15 42
323 72 48
223 653 48
595 697 8
508 611 43
665 181 2
110 328 6
405 565 23
469 515 3
305 584 28
645 140 33
385 300 18
194 533 35
348 81 32
156 510 22
582 101 6
135 360 21
127 137 43
668 233 45
471 603 42
511 179 34
512 93 30
161 134 8
226 306 41
443 588 27
519 584 24
193 335 24
94 82 17
227 305 46
486 489 40
37 450 9
478 256 27
303 42 0
411 325 43
595 16 15
104 6 18
141 235 48
625 313 23
612 118 7
196 639 36
594 146 43
22 311 30
355 458 47
170 290 23
127 613 4
396 572 0
441 441 46
425 213 24
429 295 3
694 293 17
487 440 29
241 625 34
660 600 7
421 392 43
217 17 3
443 393 39
311 325 28
378 248 0
492 544 4
523 553 36
47 346 26
661 404 38
71 286 5
399 356 28
567 251 19
391 666 17
646 293 37
21 512 17
299 244 47
501 528 42
104 368 18
41 196 12
220 244 18
525 219 34
674 484 9
549 214 45
603 132 1
137 214 13
451 519 40
17 683 18
684 652 36
469 348 37
297 424 18
427 148 43
582 571 19
193 577 14
204 484 43
295 211 43
192 498 40
99 190 43
374 149 24
214 573 19
518 265 33
538 311 2
163 208 49
688 345 31
420 306 21
468 121 8
657 547 32
38 322 23
206 506 39
656 245 1
623 118 0
697 636 41
106 310 13
651 680 44
243 41 45
578 49 5
14 185 27
224 404 6
117 627 5
302 286 18
498 579 11
589 258 40
675 410 32
489 696 0
12 522 29
672 636 27
653 676 20
685 452 1
297 151 1
435 593 22
416 416 28
111 625 38
696 39 44
356 226 2
158 88 21
186 108 27
28 279 47
649 580 45
628 62 26
519 177 41
547 485 31
406 284 4
669 9 6
21 545 15
616 160 47
135 290 27
49 5 36
288 475 43
577 330 37
655 82 3
300 454 39
288 15 8
510 240 49
197 607 4
304 537 35
599 692 13
412 482 33
651 29 37
133 500 14
583 657 18
310 268 8
541 432 37
484 299 1
469 583 6
92 640 37
312 510 20
135 263 15
697 477 24
334 253 33
178 186 24
634 575 49
612 384 24
492 204 22
555 13 12
673 484 10
322 153 47
622 150 37
617 506 31
497 205 36
557 299 40
498 285 47
384 592 25
596 455 28
638 542 28
395 642 37
606 467 3
693 505 46
109 624 4
65 339 6
409 92 49
675 236 11
347 218 13
127 312 46
209 541 30
690 634 15
686 23 16
644 536 37
516 293 49
171 344 27
385 300 40
485 325 18
468 206 29
208 541 25
136 80 16
370 684 47
28 636 4
200 523 14
11 640 0
304 383 16
41 570 45
6 688 6
607 566 7
278 199 24
155 691 40
432 58 46
517 290 17
307 534 46
262 502 39
626 195 6
614 550 36
379 276 22
579 101 12
76 364 7
370 438 12
344 461 30
0 543 6
561 547 39
208 190 2
279 418 19
207 584 47
577 275 13
509 71 42
239 36 21
501 134 29
358 36 19
497 504 48
2 5 38
332 465 16
481 179 23
327 371 13
582 540 16
488 619 39
613 59 1
71 183 14
438 212 34
59 401 24
33 159 14
349 295 22
41 116 27
352 565 41
138 10 17
355 487 24
22 339 41
348 204 34
468 641 22
468 374 26
237 333 41
145 518 15
574 352 46
556 324 16
181 444 40
634 596 26
527 505 18
91 141 15
91 71 9
600 617 16
543 624 14
5 457 2
666 175 46
132 389 46
45 403 2
401 626 3
184 49 0
605 546 25
270 336 45
693 123 32
156 496 10
276 92 0
590 495 2
550 615 36
661 260 34
329 434 0
82 6 36
384 290 17
482 166 16
88 325 1
10 150 32
621 293 38
654 393 45
680 38 17
620 145 33
65 196 33
590 232 39
339 583 17
429 453 29
413 100 2
445 261 1
318 263 13
207 154 26
617 11 29
164 566 31
542 198 22
355 287 7
58 264 12
110 146 15
680 565 46
240 697 42
464 94 34
470 515 0
506 606 2
196 433 11
167 415 45
75 54 48
419 479 38
421 592 47
497 209 2
71 658 22
259 297 49
499 620 20
536 184 12
515 153 35
441 399 17
8 544 19
281 679 8
407 359 6
49 275 26
524 307 24
84 528 46
345 181 14
549 368 38
7 193 4
405 297 17
555 541 43
233 597 29
436 655 33
554 230 2
304 679 38
370 254 22
676 101 15
586 31 30
375 160 14
538 557 40
538 281 47
342 118 20
431 261 19
81 690 33
272 163 2
502 328 21
398 647 45
406 122 36
194 477 44
483 547 40
485 364 23
37 553 18
130 555 16
658 112 6
518 601 42
276 6 2
184 323 20
412 550 25
11 250 45
588 320 1
583 298 42
648 484 45
287 462 43
58 59 21
16 472 32
641 183 38
315 676 16
98 39 33
405 397 46
169 575 17
287 320 30
642 35 39
73 680 23
277 86 31
285 522 45
679 685 13
135 135 33
86 696 48
685 52 21
160 282 36
688 319 36
192 465 28
698 696 36
11 476 47
221 102 45
402 564 39
472 157 20
220 154 9
580 298 41
160 410 41
667 333 25
236 399 25
590 376 6
672 403 36
667 415 42
395 66 6
186 37 48
26 164 35
165 8 40
660 14 4
512 152 38
306 625 30
549 79 29
613 138 17
21 145 41
569 139 8
465 662 23
581 270 47
453 308 8
615 229 16
389 663 21
641 159 31
472 414 16
88 670 18
499 655 0
144 336 28
506 27 13
523 171 27
273 361 23
134 302 37
617 663 3
226 295 45
513 306 20
59 205 46
333 423 2
379 419 26
93 85 15
571 44 7
471 287 49
419 196 15
52 92 3
557 290 9
57 386 9
265 486 19
259 613 35
328 601 18
469 456 31
578 174 45
43 474 16
324 411 35
122 571 7
95 474 38
83 58 45
522 183 31
103 132 0
190 480 8
105 502 8
18 57 11
320 128 6
513 532 42
382 567 20
358 74 37
694 83 14
664 114 46
590 625 5
563 667 42
231 219 30
518 28 48
520 679 41
266 287 8
226 125 9
18 420 35
514 256 47
456 34 10
51 108 28
594 689 24
276 594 40
589 672 19
201 2 44
223 639 9
627 337 36
116 427 19
123 199 14
615 144 36
569 578 26
358 252 46
537 315 38
116 288 32
74 33 15
556 456 12
516 24 29
142 584 22
49 296 26
182 402 25
516 565 2
559 155 17
444 54 43
524 499 22
121 333 13
317 393 23
160 375 24
385 301 22
608 95 26
120 391 38
429 672 27
393 8 4
222 76 37
16 503 40
212 389 3
579 299 22
502 302 19
554 129 34
538 374 26
363 134 22
548 353 3
207 318 33
137 395 29
661 44 9
461 207 26
172 345 42
572 628 46
511 135 35
529 216 32
456 58 49
120 196 24
520 26 6
583 645 24
691 688 38
364 604 27
53 142 4
523 152 25
111 542 24
349 535 40
346 328 5
504 241 9
481 179 2
283 692 32
512 199 11
547 5 40
69 559 28
439 228 30
271 78 40
256 448 44
245 25 10
498 416 30
315 464 26
72 179 43
282 205 36
633 605 37
632 238 15
364 518 49
132 8 46
138 178 38
545 559 19
44 62 19
549 618 17
58 643 11
403 90 36
526 103 4
300 268 23
547 496 16
30 665 2
500 117 23
686 168 47
79 324 28
360 258 25
167 412 34
452 269 12
170 511 35
590 311 14
550 260 45
67 54 37
517 65 42
688 473 15
279 37 38
369 686 30
309 440 21
119 481 26
420 11 4
693 284 7
599 236 29
350 457 5
565 234 49
194 592 20
19 617 13
553 17 27
260 505 3
91 262 26
654 472 34
616 550 43
245 452 47
321 361 44
659 366 35
439 618 7
368 54 0
432 499 20
635 298 42
416 282 29
116 259 8
383 699 35
657 470 21
642 280 27
306 295 36
303 552 18
635 285 28
578 60 1
649 264 35
326 357 37
641 38 43
296 233 43
368 573 35
209 696 31
561 539 34
23 499 31
649 242 6
550 287 40
369 123 38
367 183 0
658 206 38
563 620 16
358 85 23
629 398 6
570 75 46
283 188 19
146 690 25
369 319 41
297 145 4
158 58 44
691 41 37
200 632 25
136 638 8
480 485 13
384 353 27
185 326 20
536 481 20
249 648 27
299 35 23
137 651 31
317 333 21
76 329 31
544 42 17
600 528 16
34 99 7
540 581 23
541 131 49
39 199 25
599 363 45
26 201 24
283 389 35
324 695 45
570 283 17
392 52 24
173 440 5
268 370 43
230 356 15
314 180 8
458 424 8
111 367 17
528 90 49
380 570 40
212 0 14
275 484 32
411 506 18
244 26 36
566 392 38
638 465 12
147 446 9
352 171 6
610 557 16
350 70 45
425 348 24
574 43 29
636 463 16
158 134 1
661 455 15
174 482 39
182 24 0
175 437 26
100 524 14
237 595 25
429 451 38
694 244 6
275 671 40
384 119 29
595 258 7
145 674 38
156 120 32
666 622 7
553 371 5
289 325 29
328 639 27
94 90 48
54 617 42
330 18 48
256 590 32
343 539 1
493 527 19
293 33 31
92 435 26
242 180 16
61 17 7
320 645 16
21 482 32
406 191 20
615 495 43
563 71 42
235 317 12
281 167 21
152 522 28
30 429 24
199 153 1
294 141 14
683 320 44
288 77 13
302 258 2
653 549 8
475 390 38
523 595 1
405 358 23
487 341 26
430 609 20
235 43 31
474 402 0
671 575 9
130 394 22
536 590 15
352 154 32
433 688 5
60 445 23
442 659 37
343 647 34
389 168 38
398 380 29
507 413 10
47 446 21
682 444 42
348 436 3
549 588 23
625 151 40
639 546 12
175 124 28
85 303 31
377 450 48
570 294 16
129 326 38
515 672 2
462 121 17
628 465 29
259 282 39
486 419 35
40 466 32
185 422 3
261 696 41
50 432 22
161 570 13
565 445 20
410 628 20
321 96 4
114 499 10
69 652 35
471 244 30
82 661 45
551 366 33
10 158 22
195 406 14
152 684 5
612 21 41
275 590 25
311 467 32
183 287 43
50 79 18
474 84 29
35 560 5
511 492 24
250 16 10
201 659 9
123 67 0
625 556 40
248 155 7
449 91 10
582 636 19
170 79 25
619 609 1
331 624 7
125 601 33
469 588 14
663 324 34
470 51 47
624 111 17
165 540 29
455 628 11
332 27 10
39 466 37
548 348 4
48 365 21
433 575 41
314 247 12
154 276 4
658 321 34
188 666 16
56 80 29
37 329 39
43 4 1
684 320 37
236 352 32
128 66 22
493 358 29
283 387 23
397 596 44
501 153 20
403 172 20
532 53 24
133 657 15
632 380 17
166 490 18
526 428 29
144 303 49
633 103 10
440 27 10
527 582 43
387 163 11
465 599 1
18 181 8
103 58 38
178 664 7
272 221 22
556 367 10
198 143 34
241 219 2
62 11 11
93 605 31
151 560 48
271 442 44
184 535 0
455 355 23
650 388 39
510 117 32
248 410 45
519 648 39
371 451 45
23 137 49
400 607 34
84 377 12
341 104 46
62 637 1
651 632 15
38 145 28
494 526 28
345 628 5
449 557 12
301 699 27
492 653 45
642 167 49
476 255 42
648 3 15
47 573 15
549 137 19
331 270 3
368 52 28
656 481 45
86 629 31
78 359 2
189 458 38
54 672 8
456 371 47
103 611 24
119 207 5
199 88 11
345 635 42
132 676 17
403 167 49
54 367 12
214 29 43
77 454 12
531 189 26
447 99 39
274 636 12
587 57 3
591 682 29
427 61 2
96 46 33
197 354 32
602 345 26
224 681 45
123 332 43
202 669 32
389 437 49
35 379 4
152 299 0
32 245 43
171 549 40
504 677 5
419 550 28
628 122 18
385 674 34
351 684 37
415 489 31
174 459 0
346 560 27
533 321 11
518 446 0
263 361 46
358 494 21
445 202 46
120 54 3
360 86 19
35 516 13
35 592 18
165 270 36
625 146 44
612 82 15
205 526 1
73 106 30
93 190 41
414 423 7
600 649 22
685 462 2
568 374 2
48 535 38
362 237 22
392 300 43
19 481 20
591 445 34
114 485 29
599 182 36
519 550 43
85 316 8
388 399 25
296 469 31
14 302 20
637 98 27
498 551 38
463 353 5
341 267 12
255 81 45
18 272 44
70 438 21
45 523 43
465 518 35
137 399 49
592 454 24
31 66 29
122 156 18
175 292 10
161 532 28
422 649 27
326 648 28
277 638 25
44 525 39
221 40 40
266 381 48
47 151 7
651 310 7
477 409 3
576 40 23
174 54 19
6 285 49
48 130 23
58 616 34
73 431 4
683 391 22
310 687 14
568 394 29
223 509 7
641 585 27
23 672 28
235 249 17
609 443 17
565 590 41
269 138 4
476 12 41
93 309 20
197 262 28
0 559 42
240 289 44
242 120 36
546 664 36
571 143 16
474 645 38
549 427 4
4 481 46
657 685 14
550 432 23
243 412 32
183 639 18
389 183 9
287 595 45
512 639 35
48 79 7
430 454 1
640 643 18
312 377 23
272 83 35
286 520 7
2 439 6
376 24 2
437 135 49
16 490 17
6 21 25
20 692 15
347 458 34
531 29 32
505 262 39
523 70 42
182 196 30
369 172 15
651 236 5
474 277 4
229 382 1
169 37 1
276 304 23
361 197 45
25 585 12
529 260 18
373 379 9
562 424 24
682 475 15
643 146 32
568 484 11
572 86 16
489 651 4
433 394 26
598 404 33
468 384 17
164 216 14
66 296 23
148 410 46
541 591 16
389 520 5
548 251 31
71 325 28
373 154 9
130 438 41
439 353 48
667 254 27
90 397 6
273 489 12
236 29 38
39 85 41
667 620 10
47 581 32
6 89 34
103 260 12
332 92 43
63 123 11
240 692 43
570 419 49
212 276 45
386 156 3
664 398 8
278 538 23
205 11 43
17 243 27
314 90 16
501 239 44
636 412 24
533 340 1
583 135 28
533 437 34
577 171 22
663 59 40
668 482 48
66 190 27
458 571 6
5 501 34
370 455 7
99 30 25
403 439 44
88 664 23
448 158 30
287 164 13
213 552 20
478 466 4
416 649 27
437 537 9
132 655 5
226 337 16
414 55 40
146 682 35
493 436 46
238 556 3
114 399 41
625 574 24
544 463 49
576 97 34
547 26 43
444 292 11
469 275 39
196 581 21
168 613 16
630 306 9
490 359 34
346 559 3
606 391 43
596 283 0
57 435 12
367 369 15
503 173 41
416 549 15
18 443 38
397 411 41
674 363 25
7 170 21
27 558 36
75 521 26
399 419 41
611 112 9
535 163 30
114 536 33
232 488 39
605 670 40
68 391 28
85 637 20
524 197 4
3 594 12
65 54 0
102 314 29
694 26 13
528 248 29
351 599 3
242 380 16
590 398 8
330 153 1
162 444 49
685 55 22
289 58 2
129 640 10
346 627 44
122 36 23
254 333 6
551 191 34
131 622 29
502 676 30
669 488 29
485 302 10
227 274 10
99 542 5
593 265 28
72 584 26
98 223 1
87 588 47
452 275 0
178 255 43
130 406 31
689 465 21
27 164 40
113 289 10
188 463 20
488 21 14
403 654 22
116 254 36
525 424 18
2 20 9
488 582 41
474 200 16
322 154 2
150 116 26
386 302 37
201 401 49
567 2 15
181 343 10
508 589 8
384 621 6
286 187 21
290 472 18
673 153 31
562 696 13
351 415 4
185 33 14
4 237 3
484 233 22
321 44 20
657 88 29
697 540 23
601 643 26
331 200 48
313 253 11
593 32 1
414 99 16
112 534 49
52 612 41
109 150 30
69 435 12
265 611 17
511 63 21
406 45 43
50 193 14
442 144 33
636 202 25
259 453 7
606 43 29
651 70 45
228 41 9
420 315 44
478 658 34
38 283 38
237 335 30
182 115 30
621 25 2
104 546 12
404 345 25
544 449 44
129 532 9
616 329 11
33 330 46
632 83 23
339 180 35
487 270 39
629 660 21
97 689 13
344 421 5
15 213 34
199 537 15
164 558 11
683 546 43
537 431 5
351 551 40
652 395 20
261 360 17
573 334 33
691 201 28
187 579 0
315 109 22
561 352 20
423 564 37
350 210 41
378 43 11
621 618 48
483 133 45
9 72 18
303 264 45
449 650 46
342 44 5
559 68 35
201 68 47
406 387 35
509 364 33
451 240 25
224 646 0
538 131 21
417 524 34
115 244 2
119 470 17
519 674 37
30 645 16
44 199 12
685 15 21
202 541 4
373 233 2
111 329 24
459 183 15
345 650 26
191 297 13
671 86 12
490 684 6
518 622 19
266 118 41
159 466 3
179 398 17
345 203 30
620 425 34
221 333 35
487 393 27
548 524 42
18 200 44
131 686 45
308 53 47
92 321 19
507 371 22
261 591 2
351 123 15
456 380 11
465 223 0
628 535 3
112 382 26
557 389 42
499 376 11
542 231 10
300 438 30
120 445 29
68 141 12
534 133 20
682 200 10
664 541 49
36 665 33
329 127 4
28 519 34
510 68 17
697 425 6
210 463 48
