7000 50000
4958 3578 15
6007 4477 0
5058 6439 3
5760 5357 24
6477 5108 13
887 5801 0
460 1428 43
6384 5405 40
3111 704 35
4356 6072 0
4823 485 6
2216 1626 7
1526 6357 37
2271 2869 11
5896 6022 17
3112 5717 46
4585 3041 23
3129 3229 15
6559 1932 46
1855 5053 12
3584 1734 4
2972 457 19
1532 2963 7
2483 911 35
3067 1848 25
5938 2223 42
2754 6511 41
6175 459 25
3221 3870 26
3934 1205 33
2850 3398 29
1701 5193 34
1637 5534 6
1993 3176 5
6962 3548 31
300 413 41
5855 3855 42
4462 6611 27
6424 4678 2
4443 296 23
3040 2313 25
6072 5818 10
1017 932 12
2695 6169 31
6040 5488 35
5090 5497 39
4990 1145 3
5314 4651 40
1044 4258 35
1759 4192 5
4264 5181 3
3829 2775 8
1292 5997 49
1556 4561 27
6467 1541 29
3240 6813 24
6601 6077 15
1683 1213 42
4824 5601 42
1759 2670 28
27 4084 25
4786 1498 20
6287 2847 4
503 221 13
5706 2363 10
1171 6489 40
5164 4542 19
6913 591 4
3818 2232 0
4205 4975 39
303 4422 48
4247 6584 48
2971 3864 13
4075 545 12
3546 4678 19
1262 1519 35
289 1944 15
4540 2245 8
318 6870 1
323 132 22
6152 4087 20
1763 1901 3
423 3527 0
5969 15 15
28 543 47
2088 2943 37
1409 5463 49
4681 1588 42
608 4060 21
1758 1954 38
146 690 49
5843 430 20
748 6067 36
6783 4035 26
1185 38 3
4629 4224 48
5923 3359 7
3766 4944 5
2318 4726 11
25 6355 1
1549 2496 34
2515 3964 42
1075 3913 42
3196 948 22
6426 606 23
3429 4404 5
6626 1812 25
2093 2565 36
736 1141 14
5994 1256 2
2936 2838 32
1355 15 31
4230 3841 25
2011 4637 36
5690 1650 12
634 3893 3
416 6452 8
262 1233 4
2303 2634 3
256 148 24
5317 4213 9
3028 1200 30
318 2858 0
3155 3361 14
4903 3676 43
5909 902 11
489 3948 32
6653 2674 20
5402 6923 31
5369 3878 9
5008 1619 21
2003 945 31
5504 5392 35
4313 6698 39
5722 5938 37
6410 3461 34
5508 2961 9
6493 1515 19
3937 869 8
700 6971 14
1117 2215 5
815 4330 39
2212 1288 32
1954 2085 10
3484 3774 30
1815 4951 41
4115 1679 10
4898 2073 38
2977 4132 6
689 5113 8
5941 1790 23
363 28 34
3778 200 21
1885 974 21
4333 1867 3
295 4168 25
2676 1629 0
2598 3309 43
4686 2080 16
5249 5667 28
5679 864 21
1405 1826 16
516 6726 16
1087 6681 14
1340 5686 21
4662 721 14
1309 6415 2
1873 3124 41
4745 3762 23
6531 4806 18
2318 5602 7
3307 2481 12
136 5630 14
5809 4084 6
5290 293 46
1152 1054 45
708 248 41
6712 5131 14
2439 958 22
1704 6995 2
4269 479 38
5423 6918 16
3659 4498 36
196 462 33
5158 5022 46
4392 6037 25
3647 1458 2
2807 4098 30
1292 600 28
6799 4352 48
6882 540 15
4575 1762 17
1336 4397 18
5897 4828 1
5816 3230 49
2925 658 29
3520 3940 10
1147 4162 5
6675 792 11
3754 2398 46
1714 5946 38
5569 1638 13
1075 3515 21
475 1615 28
6234 5570 5
2464 5557 12
161 2524 49
3469 330 23
350 333 25
3910 5737 36
4337 1278 43
636 2714 14
3591 5949 35
2505 6337 4
2337 2623 14
2970 4608 18
5281 85 2
4373 652 44
2876 2826 46
572 6249 40
1174 4819 43
4611 1941 39
1419 5565 5
585 2216 0
1615 2609 14
2166 2893 24
6509 2300 45
2573 1589 11
3172 3968 8
5031 5268 26
510 3422 24
1779 2910 2
4182 4391 45
5764 874 14
902 255 10
474 6972 21
5122 4547 27
2789 4605 45
6594 950 43
754 2481 12
4672 2439 28
5912 2762 17
3408 4415 8
3223 4759 34
5204 1486 19
958 5945 6
1166 4700 17
3692 787 32
2556 2974 47
5021 4283 22
1331 2376 33
5948 5723 32
1018 776 20
3111 4182 6
5490 1925 24
6486 5677 19
4643 534 27
1668 3068 41
4196 783 28
727 1426 21
3697 3612 3
4027 4408 45
2508 185 38
3237 5443 13
1501 1850 28
2111 2650 49
4192 1454 19
681 6465 17
3713 5793 34
4472 6972 30
3901 442 27
6877 4770 2
364 1381 40
1823 2237 23
4179 2595 19
2327 5042 10
182 4058 26
2487 1670 28
5651 2258 13
2860 4783 36
2742 1610 22
128 4434 41
6718 3503 17
3865 3938 31
2257 1750 14
4598 458 11
5063 4756 7
6278 5489 35
6365 4075 36
1386 833 10
6330 5048 28
1492 5433 40
6766 1735 10
4599 4837 42
3982 328 2
4369 3244 44
6608 2252 47
3432 2535 8
3264 3497 43
6649 1015 41
189 2100 12
2648 2523 1
3474 633 41
6200 5854 40
4697 4919 30
1578 5931 44
3340 6487 49
1525 1483 38
492 6193 2
4011 1560 34
1840 3497 35
4529 3540 5
791 6392 10
6549 578 29
2971 2277 23
6193 1620 47
6826 3276 40
6582 6578 9
6418 5489 9
3449 5924 22
3380 6008 17
3208 6477 3
1370 4607 46
5074 6722 11
5019 761 6
5890 3163 33
6716 5932 2
2741 4954 13
2862 3396 10
6615 3904 49
6136 4680 48
6032 387 34
240 3517 6
1670 241 32
4249 3523 8
5105 1621 45
296 2916 28
3178 6579 8
6577 5750 7
2729 3081 45
2678 3676 3
6899 4784 15
3093 6608 22
4243 1929 14
3168 5055 41
5973 1922 48
5651 3986 44
2446 3577 17
629 1916 24
1791 1469 12
1146 2693 41
2815 5949 7
6640 5052 36
1551 2487 26
162 2955 33
1394 2180 47
3065 6065 13
2261 5578 28
2878 140 11
3947 2445 20
1975 6489 0
6149 3333 15
1214 3282 7
6432 1896 17
522 4882 10
3641 231 37
6705 6479 21
6538 3351 47
3208 2646 26
4759 2189 22
6666 1486 5
2028 1614 10
1253 4777 48
5503 3861 31
1082 5455 47
1106 1752 21
3296 5281 21
3455 1947 24
4318 2135 26
1774 1859 48
5074 2253 22
3635 1643 38
1153 6232 47
680 5926 28
6450 801 11
199 6855 13
5716 3573 11
2245 6473 24
1550 3353 31
4287 2699 10
4643 3465 22
2529 2981 12
6476 4381 47
5890 2671 5
4372 2032 39
2320 2165 31
2658 4293 6
5578 2948 6
6171 4166 46
2697 3020 44
1529 788 9
3984 4969 28
617 4015 26
3684 2168 6
4928 5097 18
3390 1199 35
486 5199 20
6710 4271 13
6415 6085 18
3580 1331 17
1387 6444 36
507 4360 27
74 5431 2
2271 3268 43
5885 337 11
3604 5677 6
768 1022 13
5000 542 37
2038 388 5
6289 3647 31
6093 2584 37
3761 6493 17
2501 3482 47
1665 3753 4
1084 5095 25
2221 3964 31
4872 1106 6
3343 1593 30
2080 868 11
6713 6968 1
6216 5079 18
3040 3531 33
2779 6663 9
5653 6936 45
3365 4874 20
5835 4680 26
4455 5725 21
3808 6559 6
5602 3832 5
3440 375 12
1885 962 30
1836 3797 2
3508 3080 40
5076 2058 43
740 1546 24
3773 5097 30
2335 4072 0
707 1955 16
4141 2588 31
3168 315 46
2225 1009 12
4136 4455 12
4043 742 21
3922 3512 48
5018 6368 17
2714 3650 40
3335 5759 19
895 5303 40
979 3199 5
3791 4661 31
3652 1753 33
4029 1987 42
5253 6083 20
1814 4718 44
3063 229 2
4864 4769 20
1005 47 44
487 3326 26
323 6540 29
2990 4588 10
1271 3945 21
470 6183 39
2955 4978 29
5006 6262 35
2487 6196 33
2088 5935 29
1993 790 12
4965 4001 5
4807 3567 19
3134 4671 7
5998 3545 47
218 1838 44
372 1563 28
1264 801 23
6490 604 1
3227 4197 42
5771 6363 1
1363 721 15
3421 2445 10
495 2741 22
3812 1151 15
1055 3393 38
1279 5882 8
5654 3822 7
3245 1338 44
1290 3339 4
3604 4623 25
6078 724 31
2330 1733 23
6594 1130 46
4987 1445 5
1616 5750 39
6338 963 35
697 4209 30
2224 1908 37
3474 3920 22
3293 3855 34
2561 3056 6
1184 75 32
119 6741 32
3684 5779 29
4283 6667 36
3125 3118 37
4028 4119 27
3737 91 6
1795 2060 1
1793 3432 36
4580 875 7
184 74 19
5790 6476 41
3351 1329 40
1974 2072 41
5189 1787 40
3239 893 3
3063 3681 3
6005 3176 29
1695 6139 18
6998 83 39
1515 6621 43
1826 1722 38
3828 5581 49
1978 4891 23
5943 3834 43
349 2702 7
6502 4141 37
1346 1891 37
4413 4400 16
3690 6162 35
1126 5410 27
4382 5260 39
5705 6874 13
6722 4195 16
2360 6038 38
811 245 17
4425 5867 39
3542 6063 47
2502 1617 49
4023 3226 3
2048 51 20
1636 2458 17
1456 2405 31
1962 5819 25
3556 531 45
1044 2591 3
3388 4915 0
5319 6272 41
1383 3133 25
3642 2569 0
3954 5078 35
2257 4333 43
3490 3103 0
3233 3722 21
5611 4990 38
641 2258 47
2352 2658 29
4302 4683 40
3002 1568 22
2895 6135 8
5361 2742 44
2699 2188 28
4042 3357 41
1847 469 45
4380 3913 14
4710 6061 35
6073 6504 12
4703 102 19
5154 3529 2
4074 5149 30
2244 3844 49
118 3065 13
5552 773 20
1731 6747 11
5869 398 48
103 6352 29
53 6043 22
3088 1563 34
2850 3022 40
911 2492 1
580 1477 16
1876 5178 20
615 1348 48
4179 3635 7
2883 1662 2
262 5420 20
5022 2273 41
5686 888 17
3717 1892 48
4267 4749 15
3389 6932 19
2081 2003 30
6028 4631 39
2152 4630 22
5864 6407 45
4428 1681 40
5610 5177 21
4236 6459 43
2840 6633 37
2893 1630 24
5993 782 3
3461 1290 12
1307 6997 1
4423 1890 17
6640 703 16
4883 2661 9
4245 6386 1
4765 5601 40
3209 1497 33
1250 4058 21
175 2581 37
3271 4287 49
5504 3979 38
3700 530 11
5118 205 40
4828 3459 22
398 3760 48
5935 3481 14
5567 4493 46
5161 746 38
670 6538 26
555 3917 21
2760 5752 8
1433 4255 15
726 2401 34
5759 3393 48
6273 4792 43
5933 2137 3
3690 211 44
3668 4627 48
989 1248 29
4647 4149 31
669 2875 48
4449 4436 49
6123 1443 31
4154 1861 34
2385 2967 16
4393 2704 16
2953 2308 23
4684 2792 17
3048 4469 30
2811 5814 40
5427 2743 4
3599 2474 45
506 5158 39
2858 6809 39
4447 40 18
2364 3975 26
4089 2503 16
5412 6840 20
676 4395 41
1986 3651 9
1187 6083 35
2390 3250 36
4755 4381 28
4502 3277 12
5424 3565 22
832 2885 28
6646 6889 28
3883 3925 15
3260 5045 28
5821 6855 20
5927 3773 34
6251 1675 36
2334 1 37
2310 5974 40
6356 1071 30
3935 4145 32
1825 4718 23
4712 6037 48
2905 162 17
1692 5539 47
3946 5103 31
3115 839 8
6829 2645 44
3199 5645 22
675 862 22
6773 2480 38
5897 3542 8
5203 2277 25
6134 1401 28
4382 6169 36
6478 3939 38
4721 3426 13
1677 575 24
4981 6700 11
862 2002 48
4095 684 16
1137 2507 43
284 2944 9
821 58 43
3668 3677 19
1857 2041 41
4264 1623 15
1072 3929 41
4715 3615 36
957 6759 0
6452 5093 41
4829 5448 27
4798 2224 24
5274 4133 35
1038 5170 12
4629 5084 9
878 6923 35
1400 2024 43
2105 2412 15
5767 1407 27
6784 704 40
2834 3891 21
4085 6734 40
6542 3998 36
4018 1621 24
1597 376 4
1669 4108 27
5493 5068 16
2102 2438 0
3819 318 40
984 2339 6
4808 4632 28
5814 6787 39
74 4020 27
2554 1988 41
2798 6642 2
2321 2104 46
56 4509 33
3708 5761 33
6686 804 35
3142 4842 10
1161 3620 43
2578 1187 13
6063 4591 34
6415 656 11
4012 411 9
2251 4738 20
5124 5507 7
3584 3951 1
489 3958 41
1790 3013 12
855 60 43
1472 4402 26
6543 373 16
6651 1275 28
532 3761 19
4503 4729 7
6892 2451 3
392 1570 19
5472 2407 44
2505 440 33
262 409 7
4038 4360 21
4171 6654 47
4514 523 29
489 6766 37
1756 5632 20
4739 6666 22
283 1160 3
3705 6091 9
4386 3687 29
42 317 45
5356 6388 2
3154 2466 33
6760 5919 31
6738 267 26
98 3314 20
6053 3007 19
3216 2722 42
1007 1463 10
2947 6793 30
4717 2043 26
4314 2626 17
1334 6620 21
5792 1964 4
4866 693 14
2775 6000 12
100 551 26
6379 3943 27
3789 361 35
1272 4434 44
1561 4563 4
5946 2888 8
5157 1430 23
6464 4074 46
6837 1981 18
5611 2292 41
3832 6123 11
2991 3461 30
498 3369 41
1400 179 17
2317 5914 45
1441 5936 17
28 3453 9
6973 3981 3
5569 6816 33
4367 5385 2
5230 3157 31
1567 1310 16
3687 6171 27
3245 4764 38
6671 2047 15
4592 6311 7
1405 53 21
6580 1740 30
6675 3320 40
6377 3998 36
604 4489 31
1744 1388 10
4718 5919 9
5927 609 19
479 1716 0
396 2853 8
6830 3593 6
1849 854 22
5160 5294 4
5333 146 29
3471 3428 9
1241 1421 38
2366 5033 35
2270 4329 11
1860 2208 32
1162 4506 28
4979 1897 37
6538 469 33
3540 1795 16
4633 6509 7
2317 5134 3
4135 5258 43
3843 693 16
1951 4140 44
5937 5174 12
6097 2551 45
817 2492 42
6237 6530 13
4296 710 39
5628 5809 36
3744 4840 32
569 6120 43
6292 962 14
5527 5807 44
1705 713 11
4913 6693 14
5203 995 12
381 5946 9
1048 768 24
1511 954 35
1127 633 40
1862 1127 27
2817 2340 42
1100 400 8
476 3154 35
2430 5831 45
3537 1623 22
2927 29 11
2211 4754 30
5253 3293 21
6785 5528 43
3000 3555 21
2270 452 25
631 6640 34
4040 986 34
248 1539 15
5796 3312 12
4052 2731 37
3464 4557 48
1556 6170 0
6182 301 43
3099 2332 44
4331 75 4
5050 1026 16
4738 5801 23
6843 441 30
5695 918 9
1363 5628 29
1088 854 13
3979 4569 16
679 6577 37
3402 2115 42
1723 2872 48
2323 4153 48
3395 4197 8
1908 3411 43
665 5781 2
3610 3828 6
6705 1965 23
6769 4715 3
3805 2684 28
4145 840 33
5285 5900 18
2994 2633 35
348 4281 32
2256 1910 22
1982 2901 6
3635 3860 21
1527 137 43
2768 233 45
1171 603 42
4011 879 34
512 3593 30
161 2234 8
926 5906 41
443 6188 27
4719 5484 24
5093 2435 24
94 3582 17
1627 1005 46
4686 2589 40
4237 1850 9
2578 956 27
2403 42 0
1811 5225 43
595 16 15
804 6 18
3641 2335 48
1325 313 23
1312 3618 7
4396 1339 36
4094 846 43
3522 5911 30
2455 5358 47
870 990 23
4327 3413 4
3896 5472 0
3241 4641 46
2525 213 24
3929 1695 3
5594 993 17
1187 4640 29
3041 4125 34
4860 2000 7
4621 6692 43
5117 717 3
3943 3893 39
1011 5925 28
5978 3748 0
1892 5444 4
2623 3353 36
3547 346 26
2061 3904 38
3571 5886 5
5299 1056 28
1267 3751 19
5991 4166 17
4846 3093 37
1421 1912 17
299 4444 47
1201 3328 42
104 1768 18
5641 2296 12
3720 244 18
2625 219 34
4174 3984 9
6149 3014 45
5503 5032 1
1537 5814 13
4651 1219 40
4917 683 18
5584 6252 36
3269 5248 37
2397 424 18
6027 148 43
3382 1271 19
893 6877 14
5104 484 43
4495 5811 43
892 6798 40
4299 890 43
1074 1549 24
2314 6173 19
1218 5865 33
1238 5911 2
6463 6508 49
2088 5245 31
3920 3106 21
5368 6421 8
4157 2647 32
4238 3122 23
906 4706 39
4156 2345 1
6923 118 0
2097 4836 41
6406 4510 13
651 4880 44
3743 741 45
578 4949 5
3514 5785 27
1624 3204 6
2917 6227 5
3102 286 18
4698 1979 11
5489 3758 40
2775 410 32
6089 6296 0
2112 6122 29
672 4836 27
5553 6976 20
2085 4652 1
2397 5751 1
435 2693 22
3916 6716 28
1511 4125 38
6296 4939 44
1056 5826 2
5758 3588 21
1586 108 27
5628 979 47
5549 1280 45
4128 62 26
4719 3677 41
4047 6785 31
406 1684 4
2769 709 6
1421 1945 15
2016 860 47
4335 5190 27
49 5 36
2388 4675 43
3377 3130 37
5555 1482 3
1000 6754 39
4488 4215 8
3310 940 49
2997 2707 4
304 1237 35
5499 2792 13
4612 4682 33
1351 2129 37
5033 2600 14
2683 4857 18
1710 968 8
2641 6732 37
4684 4499 1
1869 583 6
5692 640 37
1012 6810 20
835 1663 15
4897 4677 24
3134 6553 33
878 2286 24
2734 4075 49
2712 5984 24
6792 6504 22
4055 4913 12
3473 6084 10
3122 5053 47
4822 5750 37
6917 4006 31
1197 6505 36
3357 6599 40
1898 985 47
1084 592 25
1996 1855 28
1338 3342 28
1795 2742 37
5506 6767 3
2793 505 46
3609 6924 4
1465 5239 6
3209 1492 49
4175 3036 11
6647 1618 13
5727 1712 46
909 6841 30
2090 2034 15
6286 3523 16
1344 4736 37
5416 5893 49
2971 3844 27
5285 5200 40
3285 325 18
4668 3006 29
3008 541 25
1536 4980 16
2470 1384 47
6328 6936 4
3700 523 14
1411 2040 0
4504 2483 16
2141 2670 45
3506 2088 6
4107 1266 7
1678 199 24
155 4191 40
1832 2858 46
1917 290 17
1707 1234 46
4462 5402 39
3426 5095 6
1314 3350 36
5279 3776 22
6879 4301 12
5676 3164 7
4570 6038 12
3144 2561 30
4200 2643 6
4061 2647 39
5808 2290 2
979 4618 19
3007 1284 47
1977 1675 13
4709 6371 42
2339 6336 21
501 5034 29
358 1436 19
1897 504 48
4202 2105 38
1032 6065 16
481 1579 23
1727 1771 13
3382 6140 16
488 1319 39
5513 4259 1
4271 2283 14
6038 3012 34
759 2501 24
733 5059 14
6649 6595 22
3541 6416 27
1052 565 41
138 6310 17
1055 6787 24
4222 2439 41
6648 5804 34
5368 3441 22
4668 5974 26
5137 6633 41
5745 4018 15
1974 5252 46
1956 4524 16
1581 1144 40
1334 1296 26
4027 1205 18
4291 3641 15
2191 1471 9
2700 6217 16
1943 624 14
3505 1157 2
666 2275 46
3632 1789 46
2145 6003 2
3901 1326 3
184 5649 0
3405 3346 25
970 336 45
2793 4323 32
856 1896 10
3776 5692 0
1290 6795 2
3350 1315 36
1361 3760 34
1729 2534 0
82 2806 36
4584 3790 17
1182 5066 16
6388 2425 1
5610 6450 32
621 5193 38
2754 4593 45
6280 5638 17
3420 4345 33
2865 3696 33
3390 1632 39
3839 6183 17
1129 6753 29
4613 3600 2
1145 5861 1
318 963 13
907 1554 26
617 4211 29
2264 1966 31
1942 3698 22
3155 6587 7
2158 4464 12
1510 2946 15
1380 6165 46
6540 6297 42
464 2194 34
3270 4715 0
1206 4106 2
3696 1833 11
5067 415 45
2175 6354 48
3919 6079 38
5321 592 47
1197 6509 2
71 658 22
5859 997 49
1899 4120 20
4036 2984 12
1915 2953 35
6741 3199 17
4208 6844 19
1681 4879 8
3207 5259 6
2849 3075 26
6124 6607 24
2884 6128 46
3145 6481 14
6149 3168 38
6307 5793 4
1105 1697 17
1955 2641 43
5133 4097 29
6736 5555 33
1954 930 2
5904 6279 38
3870 3754 22
4176 5701 15
4086 4231 30
5975 2260 14
1938 2657 40
5438 981 47
5242 3618 20
4631 3061 19
781 6990 33
1672 1563 2
502 5928 21
3898 3447 45
406 2222 36
5794 2577 44
4683 547 40
485 2464 23
6337 2653 18
130 1255 16
4858 1512 6
3318 6201 42
276 3506 2
3684 1023 20
5312 1250 25
6311 5850 45
5488 4520 1
6183 3798 42
4848 6784 45
5187 462 43
4258 2859 21
16 1172 32
3441 3683 38
1015 6976 16
4298 39 33
3205 5997 46
5769 2675 17
2387 1020 30
3442 735 39
6373 3480 23
3777 786 31
3785 522 45
6979 2085 13
2935 5735 33
2186 2096 48
2085 752 21
2260 982 36
688 5919 36
5792 6065 28
4198 3496 36
11 3976 47
5121 2202 45
6702 564 39
2572 2257 20
920 3654 9
4080 298 41
2960 2510 41
4867 1033 25
5136 2499 25
4790 376 6
6272 6703 36
6967 2515 42
2495 3566 6
186 1437 48
5626 4364 35
3665 4908 40
1360 2814 4
4012 5752 38
1706 5525 30
1249 2179 29
1313 838 17
1421 145 41
1969 839 8
2565 2762 23
2681 970 47
6053 1708 8
2715 4429 16
6689 663 21
5541 2259 31
2572 2514 16
4988 4170 18
1199 655 0
6444 5936 28
5406 1427 13
523 4371 27
3073 2461 23
2934 3102 37
3417 3463 3
5126 6595 45
1213 2406 20
2859 2305 46
3833 3223 2
3879 2519 26
793 3585 15
3371 1444 7
3271 3087 49
2519 1596 15
3552 1492 3
1257 6590 9
6357 3886 9
5865 4686 19
259 1313 35
1028 4101 18
1869 456 31
578 5074 45
2843 3274 16
1024 2511 35
5722 1971 7
95 1174 38
2183 5658 45
4722 2983 31
1503 2232 0
1590 480 8
1505 4702 8
2818 3557 11
3120 5028 6
4713 3332 42
3182 5467 20
358 74 37
2094 4983 14
6264 5714 46
3390 3425 5
6163 3467 42
231 1619 30
4718 2128 48
4720 2079 41
3766 6587 8
5126 825 9
3518 3220 35
3314 4456 47
1156 2134 10
751 2208 28
1294 5589 24
976 2694 40
6189 1372 19
2301 702 44
6523 5539 9
4827 6637 36
6416 1827 19
3623 899 14
3415 3644 36
2669 3378 26
3858 952 46
6137 5915 38
3616 288 32
74 6333 15
4056 4656 12
2616 3524 29
6442 1984 22
49 2396 26
1582 3202 25
5416 2665 2
4759 5755 17
1844 3554 43
6824 3999 22
121 1733 13
5917 1793 23
5060 3175 24
5985 4501 22
6208 6395 26
5720 5291 38
3929 2072 27
3193 8 4
922 2876 37
2816 6803 40
912 5289 3
1979 299 22
1902 6602 19
2654 5729 34
5438 5274 26
2463 134 22
3348 2453 3
2307 4518 33
6437 6695 29
661 2144 9
3961 907 26
6472 6645 42
1972 628 46
6811 1535 35
1229 3716 32
3956 2158 49
3620 2296 24
6120 3526 6
1983 3445 24
691 5588 38
6664 4104 27
6353 2942 4
2623 852 25
3611 6842 24
3149 6135 40
3146 328 5
6804 3741 9
5381 5779 2
3083 692 32
3312 5099 11
4047 1405 40
3569 1959 28
1139 228 30
4471 778 40
4456 1148 44
3745 2125 10
4698 4616 30
3815 6064 26
1472 6479 43
4482 3005 36
1333 4105 37
2732 1638 15
1064 518 49
5032 3508 46
6438 2978 38
1245 4059 19
744 6362 19
4049 5518 17
3558 4143 11
4603 2190 36
1226 3603 4
300 3768 23
3347 5396 16
4230 665 2
4000 3617 23
2786 3668 47
3579 5224 28
5260 5158 25
2267 5312 34
452 5169 12
1570 1211 35
6890 1711 14
4750 960 45
767 754 37
1217 3565 42
2088 3273 15
6579 2837 38
5269 4886 30
3809 4640 21
4319 1881 26
6020 1411 4
4893 984 7
1999 2336 29
5950 457 5
3365 2334 49
5094 592 20
2119 2017 13
1253 2117 27
5160 505 3
3591 6562 26
4854 6072 34
2016 4050 43
945 1852 47
4521 1061 44
6259 366 35
439 2718 7
5268 3554 0
432 6799 20
2735 3098 42
3916 5182 29
4316 3059 8
4583 1399 35
1357 6070 21
1342 3780 27
2406 295 36
2403 1252 18
2035 285 28
2678 4960 1
6949 2364 35
6626 3157 37
4841 4938 43
3096 3033 43
1768 6873 35
5109 2096 31
561 4739 34
4923 499 31
4849 4442 6
6850 287 40
1769 2223 38
2467 5083 0
4158 1606 38
5463 6920 16
1758 5685 23
6229 5298 6
5470 2175 46
1683 2988 19
2946 4190 25
2469 4519 41
5197 1545 4
158 58 44
2791 6341 37
900 6232 25
5736 3438 8
2580 6085 13
5284 5253 27
2285 2426 20
536 3281 20
6549 1348 27
5199 2835 23
137 1351 31
6617 5233 21
6376 4529 31
4044 6342 17
2000 528 16
5634 4999 7
1240 581 23
1941 131 49
3539 2299 25
4099 363 45
726 201 24
3083 389 35
1024 4895 45
6170 4483 17
392 752 24
5773 6740 5
4468 1070 43
3030 1756 15
3114 2980 8
5358 1124 8
4311 6667 17
1928 3590 49
4580 6870 40
4412 0 14
275 6084 32
3911 6106 18
1644 2826 36
3366 4592 38
4838 1865 12
2947 446 9
1052 5771 6
4110 4057 16
5250 5670 45
3925 3148 24
4774 43 29
5536 6763 16
858 2934 1
2061 4655 15
174 2582 39
5082 24 0
1575 5337 26
4300 5424 14
6537 2695 25
4629 1851 38
2794 3744 6
3075 2071 40
3884 819 29
6195 5158 7
845 1374 38
156 820 32
2766 6222 7
553 5271 5
2389 6625 29
3128 2039 27
6394 1490 48
54 5517 42
4530 5618 48
3056 1990 32
1743 5439 1
493 1927 19
2393 33 31
3592 1135 26
5842 5080 16
4961 717 7
5920 6245 16
2121 6782 32
6006 6491 20
615 1195 43
4763 771 42
935 5217 12
5881 6467 21
2952 3322 28
4230 429 24
3699 153 1
3794 5041 14
1383 1720 44
2388 77 13
5202 1658 2
2753 1249 8
2575 1090 38
6823 3395 1
3205 4558 23
3287 1041 26
2530 6209 20
935 43 31
4674 3902 0
2071 4775 9
6430 1794 22
4736 6890 15
2452 5754 32
3933 4188 5
4960 3945 23
2542 659 37
5943 1347 34
389 3668 38
3198 5280 29
4707 1813 10
1447 1846 21
4182 5344 42
2448 4636 3
549 6888 23
4825 2251 40
639 4046 12
5775 3624 28
4985 3103 31
377 5350 48
6170 4494 16
5729 1726 38
1915 672 2
1862 6421 17
4128 465 29
259 3082 39
3986 419 35
2140 4666 32
6485 1822 3
5161 4896 41
2150 432 22
4361 4770 13
6165 4645 20
1810 4128 20
6621 3596 4
1514 6799 10
4269 5552 35
471 2344 30
6382 6261 45
6151 6666 33
710 5758 22
2295 3906 14
6452 6284 5
4812 21 41
6575 1290 25
6611 1167 32
5783 2387 43
50 5679 18
3274 2884 29
6335 5460 5
511 3992 24
6550 16 10
5801 2759 9
2923 67 0
