3000 6000
2462 611 77
2424 2678 52
443 1296 73
1040 313 75
2072 818 10
1017 2932 12
695 1169 31
2040 2488 85
1090 1497 89
1990 145 53
1314 651 40
1044 2258 35
2759 2192 5
1264 181 3
829 2775 8
2292 2997 49
2556 1561 27
467 2541 29
1240 813 74
2601 77 15
2683 2213 92
1824 2601 92
759 2670 28
1027 1084 75
786 498 70
287 2847 4
503 221 63
2706 2363 10
1171 489 40
164 1542 19
2913 1591 4
1818 232 50
1205 1975 39
303 2422 98
2247 1584 48
2971 2864 13
2075 545 12
2546 678 69
262 2519 85
1289 944 65
540 2245 8
1318 870 1
1323 132 72
152 1087 70
2763 2901 3
2423 527 0
2969 2015 65
28 543 47
2088 2943 37
1409 2463 49
1681 1588 42
608 2060 21
1758 2954 88
2146 690 49
843 430 20
748 67 36
2783 35 26
185 1038 53
1629 2224 48
1923 359 57
766 1944 55
2318 2726 11
25 2355 1
1549 496 84
515 2964 42
2075 2913 42
1196 948 72
2426 2606 73
429 2404 5
2626 2812 75
93 1565 36
2736 2141 14
2994 2256 52
2936 838 82
1355 15 31
230 2841 25
2011 2637 86
1690 1650 62
634 1893 53
416 1452 8
1262 1233 54
1303 1634 3
2256 148 24
317 1213 9
28 2200 80
318 1858 50
155 1361 64
2903 676 43
2909 2902 61
1489 948 82
1653 674 20
2402 923 31
1369 878 59
1008 1619 71
3 945 81
2504 392 85
1313 698 89
722 2938 37
410 1461 34
508 961 59
493 1515 69
937 1869 58
2700 1971 64
117 1215 55
1815 330 39
212 2288 82
1954 1085 10
484 774 80
2815 1951 41
115 1679 10
1898 2073 88
2977 132 56
1689 2113 8
941 790 23
363 28 84
778 1200 71
1885 974 71
2333 1867 53
2295 2168 25
676 629 50
2598 309 93
1686 80 16
249 2667 28
2679 1864 21
2405 2826 16
1516 726 66
2087 681 64
1340 2686 21
2662 2721 64
2309 2415 2
2873 2124 41
2745 1762 23
531 1806 68
318 2602 7
307 2481 12
136 2630 14
2809 1084 56
290 293 96
2152 1054 45
2708 248 91
1712 2131 14
1439 1958 22
2704 995 52
1269 1479 38
2423 918 66
2659 2498 86
196 1462 33
158 22 46
392 1037 25
1647 2458 2
807 1098 30
2292 2600 78
2799 352 48
1882 540 15
1575 2762 67
1336 397 18
1897 1828 51
2816 230 49
1925 658 29
520 1940 60
147 1162 55
2675 792 61
1754 1398 46
2714 2946 88
1569 2638 63
75 515 21
475 615 28
1234 570 5
464 1557 62
2161 524 49
2469 330 23
1350 2333 25
1910 1737 36
337 1278 93
1636 714 64
1591 1949 35
2505 1337 4
1337 2623 64
970 1608 68
1281 1085 52
373 1652 94
876 2826 96
1572 249 40
2174 819 43
2611 1941 89
2419 2565 5
1585 1216 50
1615 2609 64
166 1893 74
1509 300 95
573 589 61
1172 2968 58
2031 2268 26
1510 1422 74
2779 910 52
1182 1391 95
2764 874 64
2902 1255 60
474 972 21
2122 1547 77
789 1605 95
594 1950 43
754 2481 12
2672 2439 28
2912 762 67
408 1415 8
2223 2759 34
2204 2486 19
958 2945 6
2166 700 67
2692 787 32
556 974 47
2021 283 22
2331 2376 83
2948 723 82
1018 2776 20
1111 2182 56
1490 2925 24
486 1677 69
2643 1534 77
1668 1068 91
2196 1783 28
1727 2426 71
1697 2612 3
2027 2408 45
508 1185 38
237 2443 13
1501 2850 28
2111 2650 49
2192 1454 69
681 465 67
2713 1793 34
1472 2972 30
901 1442 77
1877 1770 2
2364 1381 90
2823 2237 23
2179 1595 69
2327 42 10
1182 2058 26
487 1670 28
2651 2258 13
860 1783 86
2742 2610 72
1128 434 41
2718 503 67
865 1938 81
257 1750 14
598 1458 61
2063 2756 7
2278 1489 35
365 2075 86
1386 1833 60
1330 2048 28
2492 433 40
766 1735 10
2599 2837 92
1982 1328 52
2369 1244 94
608 252 47
2432 535 8
264 497 43
649 1015 41
189 1100 12
648 523 51
474 1633 91
200 1854 90
1697 1919 80
1578 931 44
340 1487 99
1525 2483 38
1492 193 52
1011 1560 34
1840 1497 85
529 1540 5
1791 1392 10
1549 578 79
971 277 73
2193 1620 97
1826 1276 90
582 1578 59
2418 2489 59
449 924 72
1380 8 67
1208 477 3
370 2607 96
74 1722 11
1019 1761 56
890 1163 83
1716 1932 52
2741 1954 13
2862 1396 60
2615 1904 99
2136 1680 98
32 2387 84
1240 517 6
2670 241 82
1249 523 58
105 2621 95
1296 916 78
1178 1579 58
577 750 7
2729 81 95
2678 676 53
2899 2784 65
93 1608 72
2243 2929 14
1168 2055 91
2973 2922 48
2651 1986 44
1446 1577 17
2629 2916 74
791 469 12
2146 693 91
815 2949 57
2640 2052 36
2551 487 26
1162 1955 83
2394 180 97
65 65 13
261 578 78
1878 2140 11
1947 2445 70
2975 1489 50
149 333 65
1214 2282 7
432 2896 67
1522 1882 10
2641 1231 87
705 479 21
538 1351 47
208 646 76
1759 189 22
666 2486 55
2028 2614 60
2253 2777 48
503 1861 31
2082 455 97
1106 2752 21
2296 2281 21
455 947 24
318 135 76
1774 2859 98
74 253 22
1635 1643 88
2153 1232 47
1680 1926 78
450 2801 61
2199 2855 63
2716 1573 61
2245 473 74
1550 353 81
1287 2699 10
643 2465 72
2529 981 12
1476 1381 47
2890 1671 5
2372 32 89
320 2165 31
658 2293 6
2578 1948 6
171 166 96
1697 1020 94
529 2788 9
2984 2969 78
617 1015 26
684 168 6
1928 97 18
390 199 85
2486 1199 20
2710 271 13
415 85 18
580 1331 67
2387 1444 86
2507 1360 27
1074 2431 52
271 1268 93
1885 337 11
2604 677 6
1768 2022 13
2000 542 37
38 388 55
1289 1647 81
1093 1584 87
1761 2493 17
501 2482 47
665 1753 4
84 1095 25
221 964 81
1872 2106 56
343 1593 80
1080 2868 11
1713 2968 51
216 79 68
2040 1531 33
2779 2663 59
2653 936 95
365 2874 20
2835 1680 76
455 2725 71
808 1559 56
2602 2832 5
1440 1375 62
1885 962 80
1836 1797 2
1508 1080 40
76 58 93
1740 2546 74
773 1097 80
2335 2072 0
707 1955 66
1141 2588 81
2168 1315 96
1225 1009 12
136 2455 62
1043 742 21
2922 512 48
2018 368 17
714 2650 90
335 759 69
895 2303 40
979 199 5
791 661 81
652 2753 33
2029 987 42
2253 2083 20
814 2718 44
1063 1229 52
864 1769 70
5 47 94
487 326 76
323 540 79
2990 2588 10
2271 2945 21
1470 2183 89
2955 1978 79
2006 1262 35
2487 196 33
2088 935 79
993 2790 62
965 2001 5
2807 567 69
134 2671 57
998 545 97
2218 2838 44
1372 2563 28
2264 1801 23
1490 1604 1
227 2197 92
1771 2363 1
1363 1721 65
2421 2445 10
495 1741 22
1812 2151 15
2055 393 38
279 1882 8
654 822 7
245 1338 44
1290 1339 54
604 1623 25
2078 724 81
2330 2733 23
2594 2130 46
1987 2445 5
2616 2750 89
338 963 35
2697 2209 30
2224 1908 37
474 1920 72
1293 855 34
561 1056 6
2184 1075 82
2119 741 32
684 779 79
283 2667 36
125 118 37
28 2119 77
1737 2091 56
1795 1060 1
2793 432 36
1580 2875 7
184 1074 19
2790 2476 41
351 2329 90
1974 2072 91
189 787 90
239 2893 53
2063 1681 3
5 176 79
1695 139 68
1998 83 39
2515 621 93
826 722 38
828 581 99
2978 2891 23
2943 834 43
1349 2702 7
2502 1141 87
2346 891 37
413 2400 16
1690 1162 35
2126 1410 77
2382 2260 89
2705 1874 63
2722 2195 66
1360 38 88
1811 1245 67
2425 2867 89
1542 1063 47
502 2617 99
1023 2226 3
48 51 70
2636 458 67
2456 405 31
2962 2819 75
1556 1531 95
2044 591 3
388 915 50
319 272 91
2383 1133 75
642 2569 0
2954 78 85
2257 1333 93
1490 1103 50
2233 1722 71
1611 990 38
641 2258 47
2352 658 79
1302 2683 90
1002 568 22
1895 135 8
361 1742 94
2699 2188 78
1042 1357 41
1847 1469 45
1380 1913 64
1710 2061 85
2073 504 62
2703 1102 69
2154 529 52
2074 1149 30
2244 1844 49
2118 65 63
1552 1773 70
2731 747 11
2869 2398 98
1103 352 79
1053 1043 22
1088 1563 34
850 2022 40
911 492 51
1580 477 16
2876 1178 20
2615 1348 98
2179 1635 57
2883 1662 2
1262 1420 70
1022 273 41
686 1888 17
1717 1892 98
2267 2749 65
1389 932 19
1081 2003 30
1028 631 89
2152 630 72
1864 407 95
1428 2681 90
2610 2177 71
1236 459 43
1840 633 37
2893 1630 74
993 1782 3
2461 2290 62
1307 2997 51
423 2890 17
640 1703 66
1883 2661 59
245 2386 51
2765 1601 40
2209 1497 83
2250 58 21
175 581 87
271 1287 99
504 979 38
1700 530 61
118 205 40
828 459 22
2398 760 98
935 1481 14
1567 493 96
1161 1746 38
1670 2538 76
555 917 71
1760 2752 58
433 2255 65
726 2401 34
759 1393 48
273 792 93
933 137 3
690 1211 94
668 2627 98
989 248 79
2647 2149 31
669 875 98
1449 1436 99
2123 1443 31
154 1861 34
385 2967 16
2393 1704 66
953 308 23
684 792 67
1048 2469 30
811 1814 90
2427 2743 4
1599 1474 95
506 2158 89
858 809 89
2447 40 18
364 2975 26
1089 2503 66
2412 840 70
2676 1395 41
2986 2651 9
2187 2083 85
2390 1250 86
1755 2381 28
1502 277 62
2424 565 72
832 885 28
646 2889 78
1883 925 65
1260 2045 78
2821 1855 20
927 773 34
251 1675 36
1334 1 37
310 2974 90
2356 1071 80
1935 2145 82
1825 718 73
1712 1037 98
905 1162 17
2692 1539 47
1946 1103 31
115 839 58
2829 2645 94
2199 1645 72
675 862 72
1773 2480 38
2897 542 8
1203 2277 25
2134 1401 78
382 2169 36
478 2939 38
721 1426 63
1677 575 24
1981 700 61
1862 1002 48
1095 684 16
137 507 93
284 2944 59
821 1058 43
2668 1677 19
2857 2041 91
1264 1623 15
2072 2929 41
1715 2615 36
2957 759 0
1452 2093 41
2829 448 27
2798 1224 24
274 133 85
38 170 62
2629 2084 9
2878 923 85
2400 2024 93
2105 412 65
2767 407 77
1784 704 90
834 1891 21
85 734 90
2542 2998 86
2018 621 24
1597 376 54
2669 108 27
493 2068 66
102 2438 0
1819 2318 90
2984 1339 56
1808 1632 78
2814 1787 39
1074 1020 27
2554 1988 41
1798 1642 2
1321 104 46
1056 509 33
2708 1761 33
2686 2804 85
1142 842 60
1161 1620 43
578 1187 13
1063 1591 34
2415 656 61
1012 1411 59
1251 738 70
2124 2507 7
2584 1951 1
2489 958 41
1790 2013 12
2855 60 93
2472 1402 76
1543 1373 66
651 275 28
532 1761 69
2503 2729 7
892 2451 53
1392 1570 19
1472 2407 94
505 1440 83
2262 409 7
38 1360 71
2171 2654 47
2514 2523 29
489 766 87
2756 2632 70
1739 2666 22
1283 2160 53
705 91 59
1386 1687 29
42 1317 45
356 1388 52
154 466 33
760 2919 31
738 267 76
98 314 20
1053 7 69
216 722 42
2007 463 60
947 1793 30
717 2043 76
1314 1626 17
1334 2620 71
2792 2964 54
866 2693 64
2775 1000 12
100 1551 76
379 1943 77
789 361 85
2272 2434 44
2561 1563 4
946 2888 8
157 1430 23
464 1074 46
1837 1981 18
2611 1292 91
832 123 61
1991 1461 30
1498 2369 91
2400 2179 17
2317 1914 95
1441 2936 67
1028 1453 9
1973 2981 3
2569 816 83
1367 2385 2
2230 2157 81
567 2310 66
687 1171 77
1245 2764 38
671 2047 15
1592 311 57
1405 53 71
2580 1740 30
1675 320 90
1377 1998 86
604 1489 31
2744 2388 10
718 2919 59
2927 2609 19
479 1716 0
396 1853 58
2830 593 6
2849 2854 72
2160 294 54
2333 146 29
1471 1428 59
1241 2421 88
1366 33 85
2270 1329 61
1860 2208 82
1162 2506 78
2979 1897 87
538 2469 83
2540 1795 66
633 1509 57
2317 2134 53
135 258 93
2843 693 66
1951 140 94
937 2174 12
97 551 95
817 2492 92
2237 530 13
1296 710 89
2628 2809 86
1744 840 82
1569 120 93
292 2962 14
527 2807 94
2705 2713 11
913 693 64
2203 1995 62
2381 2946 9
1048 768 24
1511 1954 35
1127 2633 40
1862 127 77
2817 2340 42
100 1400 58
476 154 35
1430 2831 95
537 623 22
2927 1029 11
1211 2754 80
253 293 21
2785 2528 43
1000 1555 71
270 1452 75
2631 1640 34
40 1986 34
2248 1539 65
796 1312 62
1052 731 87
464 2557 48
2556 2170 50
182 1301 93
99 2332 44
2331 75 4
1050 26 66
2738 1801 23
1843 441 80
1695 1918 59
1363 628 29
1088 1854 13
979 569 66
1679 577 37
402 2115 92
1723 2872 48
323 2153 48
395 1197 8
1908 2411 93
1665 2781 2
2610 828 56
705 2965 23
2769 2715 53
1805 2684 78
2145 840 33
1285 2900 68
2994 1633 85
348 281 32
1256 2910 72
2982 2901 6
1635 2860 71
2527 1137 43
768 1233 95
2171 1603 42
11 1879 34
2512 593 30
2161 2234 58
926 2906 91
2443 188 27
2719 2484 24
1093 435 24
1094 582 67
2627 1005 46
2686 1589 40
237 1850 59
578 1956 77
2403 1042 0
811 2225 43
595 16 15
1804 6 68
1641 335 98
1325 1313 23
1312 618 57
396 2339 86
2094 1846 43
1522 911 80
2455 2358 47
1870 990 73
1327 413 54
1896 472 50
2241 1641 46
2525 1213 24
2929 2695 3
594 1993 67
1187 1640 79
1041 125 34
1860 2000 7
2621 692 93
2117 1717 3
943 2893 39
2011 2925 28
1978 1748 50
1892 2444 54
2623 353 36
1547 346 26
1061 904 38
2571 2886 5
2299 1056 28
1267 751 19
1991 166 17
1846 2093 87
1421 1912 67
1299 2444 97
1201 328 42
1104 1768 68
2641 1296 62
1720 244 18
625 219 84
174 1984 59
1149 2014 95
503 2032 51
1537 2814 63
1651 1219 90
1917 683 18
2584 252 86
1269 2248 37
2397 424 68
2027 1148 93
1382 2271 69
893 2877 14
1104 484 43
2495 2811 93
1892 798 90
2299 2890 93
2074 1549 74
314 2173 69
2218 2865 33
238 1911 52
463 508 49
2088 245 31
1920 1106 71
368 421 58
1157 647 82
238 122 23
906 706 89
2156 345 51
923 1118 50
2097 2836 91
1406 1510 13
2651 1880 44
743 1741 45
2578 1949 5
514 1785 27
2624 2204 56
2917 227 55
1102 2286 68
2698 2979 11
489 1758 90
775 1410 32
89 296 50
2112 2122 29
1672 1836 77
2553 1976 70
85 2652 51
397 1751 1
435 1693 72
2916 716 28
1511 2125 38
296 939 44
1056 826 2
2758 588 21
1586 2108 77
628 979 47
549 1280 45
1128 2062 26
1719 1677 91
1047 1785 31
1406 2684 54
1769 2709 56
1421 945 65
1016 860 97
335 2190 77
1049 5 86
2388 675 43
2377 1130 87
2555 1482 53
0 754 89
2488 1215 8
1310 940 99
2997 707 54
304 2237 85
499 792 13
2612 682 83
351 1129 37
2033 1600 64
2683 2857 68
1710 968 8
2641 732 37
2684 2499 1
2869 1583 56
1692 1640 87
12 1810 20
2835 1663 15
1897 677 74
1134 553 33
1878 2286 24
2734 75 49
712 2984 24
792 504 22
1055 913 62
473 2084 60
1122 2053 97
2822 1750 37
1917 1006 31
1197 505 36
1357 599 90
1898 985 47
1084 592 25
2996 2855 28
338 2342 28
2795 742 37
2506 767 53
793 1505 46
609 1924 54
2465 239 6
209 492 99
175 1036 61
1647 618 13
2727 712 96
909 841 30
90 34 15
286 523 66
1344 2736 37
2416 2893 49
971 1844 77
1285 2200 90
1285 1325 18
1668 1006 29
8 2541 25
536 2980 16
470 384 47
2328 936 4
1700 1523 64
1411 1040 50
2504 2483 66
1141 2670 45
1506 88 56
1107 2266 57
1678 2199 74
2155 1191 90
2832 858 96
2917 1290 67
1707 2234 46
2462 1402 39
426 1095 6
2314 1350 86
2279 2776 22
879 2301 12
2676 164 57
2570 38 12
1144 1561 80
200 643 56
61 2647 39
1808 290 52
979 2618 19
7 1284 47
2977 675 13
709 1371 42
1339 336 21
501 2034 29
358 1436 69
1897 1504 98
1202 2105 38
32 2065 16
2481 579 23
1727 1771 13
1382 140 16
1488 319 89
2513 259 51
2271 2283 64
38 12 84
759 2501 74
1733 2059 14
649 595 22
541 2416 77
1052 565 91
138 1310 67
55 1787 24
222 1439 41
648 2804 34
1368 1441 72
2668 1974 76
2137 2633 41
2745 18 15
1974 1252 46
2956 1524 66
581 2144 40
2334 296 76
1027 1205 18
1291 1641 65
1191 1471 59
2700 2217 16
1943 2624 64
1505 1157 2
1666 275 46
2632 2789 46
2145 3 52
1901 2326 53
184 1649 50
1405 346 25
1970 2336 95
793 2323 32
1856 896 10
2776 2692 50
290 1795 52
2350 2315 36
2361 760 84
2729 2534 50
1082 1806 36
1584 1790 17
2182 1066 16
388 425 1
2610 450 82
1621 2193 38
1754 1593 95
2280 2638 67
2420 1345 83
2865 696 33
1390 1632 89
2839 2183 17
1129 753 79
613 1600 52
145 1861 51
1318 1963 13
2907 2554 76
617 2211 29
2264 966 31
2942 1698 22
1155 587 57
2158 1464 62
2510 946 65
2380 1165 46
1540 297 42
2464 2194 84
1270 2715 0
1206 2106 2
696 2833 11
1067 415 45
175 354 48
919 1079 88
2321 1592 97
1197 1509 52
71 658 22
2859 1997 99
1899 1120 20
2036 1984 12
1915 2953 85
2741 1199 67
1208 844 69
2681 1879 8
2207 2259 6
2849 75 26
2124 607 74
2884 2128 46
145 2481 14
2149 168 38
2307 2793 4
1105 1697 17
955 1641 43
2133 2097 79
2736 1555 33
1954 930 52
1904 2279 88
870 1754 72
2176 2701 15
86 1231 80
1975 260 14
2938 1657 90
1438 1981 47
2242 618 70
1631 61 19
1781 2990 33
2672 1563 2
502 2928 21
898 1447 45
1406 2222 86
2794 2577 44
683 547 40
485 1464 23
2337 1653 68
1130 255 66
1858 1512 56
318 1201 42
276 1506 2
1684 23 70
2312 2250 75
2311 2850 95
2488 2520 1
2183 798 92
848 784 45
187 2462 43
258 1859 71
2016 2172 32
441 2683 88
1015 1976 16
298 39 83
205 1997 46
2769 2675 17
387 20 30
2442 735 89
2373 480 73
1777 786 81
1785 522 45
2979 1085 13
935 1735 83
2186 1096 48
2085 2752 21
260 982 36
1688 1919 36
2792 65 78
1198 1496 86
11 1976 47
121 2202 45
702 1564 39
2572 2257 70
920 1654 59
2080 1298 91
2960 510 91
1867 1033 75
136 499 75
1790 2376 56
2272 2703 86
2967 515 42
2495 566 56
2186 2437 98
626 364 85
1665 908 40
1360 2814 54
12 1752 38
2706 525 30
2249 2179 79
2313 1838 17
2421 2145 91
1969 839 8
1565 2762 73
2681 970 47
53 1708 8
1715 1429 66
689 2663 71
2541 1259 31
2572 2514 66
1988 170 68
1199 655 50
1444 936 78
1406 2427 13
1523 2371 27
2073 2461 73
934 1102 87
1417 1463 53
2126 2595 95
2213 2406 70
2859 2305 96
833 223 52
2879 519 26
1793 1585 65
1371 444 7
2271 87 99
1519 2596 15
2552 1492 53
2257 590 59
1357 1886 9
2865 1686 19
259 1313 35
1028 1101 68
1869 456 31
1578 2074 95
843 1274 16
24 511 85
2722 2971 57
2095 2174 38
2183 2658 95
1722 1983 31
2503 2232 0
590 480 8
505 2702 58
818 1557 61
120 2028 56
1713 332 92
2182 2467 20
1358 74 87
94 1983 64
264 1714 46
390 1425 55
1163 1467 92
2231 1619 80
1718 1128 48
1720 79 91
766 587 8
126 2825 59
2518 220 35
1314 1456 47
2156 134 60
751 1208 78
1294 589 24
1976 694 90
2189 2372 19
301 702 44
2523 2539 9
2827 637 86
416 1827 69
2623 2899 14
1415 644 36
2669 1378 76
2858 1952 46
137 2915 88
616 1288 82
1074 2333 15
2056 1656 62
616 524 29
442 1984 72
1049 2396 26
2582 1202 75
2416 665 52
759 755 17
1844 554 43
824 1999 22
121 733 13
1917 793 73
60 1175 74
2985 2501 22
1208 395 26
2720 2291 88
1929 72 77
1193 8 54
922 876 37
816 1803 90
1912 289 53
2979 1299 22
1902 602 69
654 729 34
438 274 26
1463 1134 72
348 1453 3
2307 1518 33
437 2695 79
661 2144 59
1961 907 76
1472 2645 92
1972 628 96
811 535 35
1229 716 32
956 1158 49
620 2296 24
1120 526 6
2983 445 74
691 2588 38
2664 104 77
2353 2942 4
623 2852 25
2611 842 24
1149 2135 90
1146 1328 55
804 1741 9
1381 779 2
1083 692 32
2312 2099 61
2047 1405 90
2569 2959 28
1139 228 80
2471 778 40
456 1148 44
745 1125 10
1698 1616 80
815 64 26
2472 479 93
2482 5 36
333 2105 87
732 638 65
1064 2518 99
2032 2508 96
1438 2978 38
2245 1059 69
744 362 69
2049 2518 67
1558 2143 61
1603 190 86
1226 603 4
300 1768 23
1347 2396 66
1230 665 52
2000 617 73
786 1668 97
1579 2224 28
2260 158 25
2267 1312 34
452 2169 62
1570 2211 35
890 1711 64
1750 1960 45
2767 754 87
2217 565 42
2088 1273 15
579 837 88
1269 2886 30
1809 1640 21
319 2881 26
1020 1411 54
1893 984 57
1999 336 29
2950 457 5
1365 2334 49
1094 1592 70
119 2017 13
253 1117 77
1160 505 53
591 562 76
1854 2072 34
2016 1050 93
945 1852 47
2521 2061 44
2259 1366 85
2439 2718 7
2268 554 50
1432 1799 20
1735 1098 92
916 2182 29
1316 59 58
1583 1399 35
2357 2070 71
1342 2780 77
406 1295 86
2403 2252 18
2035 1285 28
1678 1960 1
2949 2364 85
626 2157 37
1841 938 93
2096 1033 93
2768 873 35
1109 96 81
561 1739 84
1923 1499 31
2849 1442 6
850 1287 40
1769 223 88
1467 83 0
2158 606 38
1463 2920 66
758 1685 23
2229 1298 56
2470 2175 96
1683 988 19
2946 2190 75
2469 1519 41
2197 2545 54
1158 2058 94
2791 1341 37
1900 1232 75
1736 2438 58
580 85 13
2284 2253 27
285 2426 70
2536 281 70
549 1348 77
2199 1835 73
1137 2351 31
617 2233 71
376 1529 31
2044 2342 67
0 1528 16
634 1999 57
2240 581 23
941 1131 49
1539 299 75
1099 2363 45
2726 201 24
83 1389 35
1024 895 45
170 2483 17
1392 1752 24
1773 740 55
1468 1070 43
1030 756 65
114 2980 58
358 2124 8
1311 667 17
928 2590 99
1580 1870 90
1412 2000 64
1275 2084 82
2911 2106 68
2644 2826 36
2366 2592 88
838 865 12
2947 1446 59
1052 2771 56
2110 2057 66
2250 670 45
925 1148 74
1774 1043 29
2536 763 16
858 2934 1
2061 2655 15
174 582 39
82 2024 0
1575 1337 76
2300 1424 64
2537 2695 25
629 1851 88
794 1744 6
1075 1071 90
1884 2819 79
195 2158 7
845 374 38
156 2820 32
766 222 57
553 2271 55
389 625 29
128 2039 27
2394 2490 48
1054 2517 92
2530 618 48
56 1990 82
2743 2439 1
493 1927 69
393 33 31
592 1135 26
2842 1080 16
1961 1717 7
2920 1245 66
121 782 82
6 491 70
2615 1195 43
2763 2771 92
2935 1217 12
2881 1467 21
1952 2322 28
230 429 24
2699 2153 51
1794 2041 64
2383 2720 44
388 2077 13
2202 2658 2
2753 1249 58
1575 2090 38
823 1395 1
2205 2558 23
287 1041 26
2530 209 20
935 1043 31
1674 902 0
2071 775 9
430 1794 22
2736 890 15
2452 2754 82
2933 1188 55
2960 2945 23
542 2659 87
2943 347 84
389 1668 88
198 280 79
2707 1813 60
447 2846 71
2182 344 42
1448 1636 53
1549 1888 23
2825 251 90
1639 2046 62
2775 2624 78
1985 1103 81
377 2350 48
2170 494 16
729 2726 38
2915 1672 52
862 421 67
2128 465 29
259 82 89
986 419 35
2140 666 32
1485 822 3
2161 2896 41
2150 1432 72
2361 1770 13
165 1645 20
1810 2128 70
621 596 4
2514 2799 10
1269 1552 35
471 1344 30
382 261 95
151 2666 83
1710 2758 72
2295 2906 14
1452 2284 5
1812 1021 41
575 1290 25
611 1167 82
2783 2387 93
1050 1679 68
1274 884 29
2335 460 5
511 992 24
550 1016 60
1801 759 9
2923 67 0
225 2256 40
1048 1655 7
2449 2491 60
382 1836 19
270 1679 25
2519 1809 1
631 2324 7
725 1301 83
969 488 64
1963 124 34
770 2851 97
2724 2511 67
265 2840 79
955 1028 61
2432 227 60
1139 2666 37
2048 848 4
1048 1565 21
1133 1175 41
2514 147 62
2954 2676 54
658 1721 84
1688 1466 16
856 180 29
537 1629 89
843 1004 1
2384 920 87
2136 2052 82
1528 366 72
2193 2958 79
1983 2987 23
397 2096 94
2901 2653 20
503 1472 20
1932 1953 24
2033 57 65
2732 280 67
1966 1690 68
2926 1828 79
2144 2703 49
833 3 10
240 27 10
527 282 93
2187 1863 61
2565 1599 51
318 81 58
1103 358 38
1178 2464 57
572 1221 22
1756 1867 60
298 1343 34
2841 19 52
2062 2411 11
793 2405 81
651 1760 98
271 842 94
2084 535 0
1955 1155 23
650 688 39
1010 2017 32
2948 1210 95
2419 2648 89
1171 851 95
2223 637 49
800 407 34
884 2177 12
2641 1304 96
2162 537 51
1851 2732 65
938 445 28
2194 2526 78
745 928 5
149 257 12
401 1199 27
2692 1353 95
2542 1567 49
376 2255 42
1748 103 15
2047 2073 65
1749 137 69
2331 1970 53
2768 1052 78
2156 981 95
2586 1929 31
1278 2859 52
2089 1958 38
1054 972 8
1656 171 47
2503 1511 74
1819 2107 5
