3000 5500
2006 2670 132
1249 523 -105
2621 2095 -16
678 1178 8
577 750 29
81 2995 -76
753 2899 -115
93 1608 -143
2929 1514 -105
2191 2973 -148
2651 1986 -96
1577 2517 66
2874 791 112
2146 693 65
2949 2857 -102
236 2551 26
1162 1955 144
180 1097 65
2513 261 -78
1878 2140 147
2445 170 139
750 149 65
1214 2282 132
2896 1367 -82
1810 2641 87
705 479 88
1351 1447 -46
1276 1759 122
666 2486 78
2614 1860 77
1348 503 81
2082 455 56
2752 821 -31
2021 455 124
318 135 -124
2859 998 -103
922 1635 88
2153 1232 30
1926 1678 -101
961 2199 113
2716 1573 145
473 1274 -53
1181 1287 110
643 2465 -129
981 2112 -31
2247 2890 105
2372 32 20
2165 431 -43
2206 2578 -106
171 166 -47
1020 2694 88
109 2984 28
617 1015 -84
168 2906 -97
1118 390 85
2486 1199 -10
271 813 85
318 580 67
2387 1444 -107
1360 2827 -31
1152 271 -43
1885 337 54
677 406 -72
1413 2000 -137
38 388 89
1647 181 84
1987 1761 117
501 2482 65
1753 1104 -45
1525 221 -31
1872 2106 -43
1593 80 -18
411 1713 -101
216 79 -90
1531 933 113
259 2653 -145
365 2874 -135
1680 2976 25
1071 808 6
2602 2832 90
1375 562 62
80 1836 2
1508 1080 -76
58 1493 -146
2474 773 30
2335 2072 -107
1955 2666 38
481 2168 46
1225 1009 -136
2455 762 142
21 2922 -98
2018 368 114
2650 1290 9
169 895 140
979 199 41
661 2681 -53
33 2029 142
2253 2083 -64
2718 244 29
2652 864 20
5 47 -37
326 276 90
1679 2990 -110
2271 2945 120
2183 2589 28
779 2006 -35
2487 196 138
935 1779 90
962 965 55
2807 567 134
2671 1457 -95
1597 2218 -144
1372 2563 -14
1801 2723 -104
1601 227 142
1771 2363 13
1721 565 45
610 495 22
1812 2151 105
393 2738 82
1608 654 -7
245 1338 -90
1339 2154 -123
1225 2078 -31
2330 2733 44
2130 846 45
805 2616 -89
338 963 147
2209 630 -108
2737 474 -72
1293 855 -111
1056 606 -25
1382 2119 132
684 779 133
2667 836 118
737 28 27
1737 2091 -145
1060 901 132
2136 1580 57
184 1074 90
2476 41 79
1290 1974 -141
189 787 -89
2893 53 31
1903 5 -29
1695 139 -48
83 2639 21
2993 826 -138
828 581 128
2891 1023 84
2243 1349 -7
2502 1141 96
891 637 0
1816 1690 -85
2126 1410 132
2260 189 74
2663 2722 66
1360 38 -11
1245 467 17
1189 1542 97
502 2617 123
2226 1203 -51
1570 2636 -17
2456 405 112
2819 1975 -31
1495 2044 103
388 915 -19
272 1791 83
1775 642 0
2954 78 7
1333 893 -53
1750 2233 -121
1611 990 -41
2258 1047 -58
479 1302 90
1002 568 -95
135 8 92
1194 2699 -78
1042 1357 47
1469 1345 -113
2964 1710 35
2073 504 -3
1102 2069 -79
1552 2074 130
2244 1844 18
65 2363 -123
470 2731 11
2869 2398 -53
352 1679 143
2522 1088 34
850 2022 -11
492 2651 -27
616 2876 -120
2615 1348 -79
1635 1857 12
902 1262 -120
1022 273 86
1888 917 92
1698 2267 65
1389 932 31
2003 2130 -31
2589 2152 -122
1864 407 78
2681 490 -77
1071 1236 93
1840 633 43
1630 2274 132
2203 2461 -12
1307 2997 123
2890 1717 -53
2566 1883 9
245 2386 65
1601 1840 147
283 2250 -21
175 581 121
1287 999 -79
2138 1700 -61
118 205 -78
459 2622 -10
98 935 14
1567 493 -111
1746 1538 -138
476 555 21
1760 2752 -133
2255 2065 -1
34 759 98
273 792 33
137 2103 -11
1694 668 148
989 248 97
2149 931 125
1598 1449 -149
2123 1443 4
1861 1434 117
1816 2393 -16
953 308 84
792 1667 -69
1930 811 -40
2427 2743 -99
1474 1195 -58
2589 858 39
2447 40 -64
2975 26 103
66 2412 -120
2676 1395 136
2651 109 133
85 2390 -86
1755 2381 -2
277 862 -115
872 832 28
646 2889 -83
925 265 -95
2778 2821 120
927 773 -101
1675 1336 -1
2737 310 -90
2356 1071 -135
2145 2282 118
1573 1712 48
905 1162 142
1539 1047 -53
231 115 58
2829 2645 -99
1645 2272 112
2072 1773 -138
2897 542 -3
2277 125 -51
78 382 36
478 2939 -121
1426 1663 125
724 1981 -11
1862 1002 -45
684 16 57
1993 284 -109
821 1058 118
1677 119 91
2891 1264 15
2072 2929 65
2615 536 9
700 1452 91
2829 448 98
1224 1324 -133
1885 38 -112
2629 2084 28
923 85 -74
2193 2105 -15
2767 407 134
704 2790 -91
621 85 -140
2542 2998 -68
621 424 76
254 2669 -27
493 2068 -102
2438 600 68
2290 2984 6
1808 1632 -114
1787 1239 -120
1827 2554 -91
1798 1642 -121
104 1946 -59
2833 2708 83
2686 2804 92
842 2260 120
1343 578 113
1063 1591 -15
656 2761 -61
2959 1251 -20
2124 2507 34
1951 2101 58
441 1790 112
2855 60 72
1402 2676 23
266 651 78
532 1761 103
2729 2107 -51
2953 1392 -19
1472 2407 -55
1440 2383 -109
1607 38 -71
2171 2654 114
2523 229 16
2887 2756 -120
1739 2666 -83
2160 2553 91
1259 1386 129
42 1317 56
1388 1452 -16
2833 760 131
738 267 -98
314 1320 7
1469 216 -42
2007 463 -47
1793 1630 93
1376 1314 -17
1334 2620 92
2964 1154 -143
664 2775 -62
100 1551 -79
1943 2877 61
2385 2272 -144
2561 1563 -46
2888 2308 80
2123 464 -146
1837 1981 -61
1292 2591 -123
461 1991 30
1498 2369 0
2179 117 114
1595 1441 -117
1028 1453 23
2981 2503 66
1883 1367 52
2230 2157 117
2310 1866 121
477 1245 -88
671 2047 92
311 2657 53
1171 2580 -30
1675 320 -27
1998 1586 -139
1631 2744 -60
718 2919 77
2609 1119 66
300 396 58
2830 593 -149
2854 272 -144
54 2333 -29
1471 1428 41
2421 1688 -33
2685 2270 11
1860 2208 -112
2506 878 97
1887 538 33
2540 1795 -33
1509 557 34
2053 135 -43
2843 693 -1
140 2094 74
2512 97 145
817 2492 -137
530 613 -110
2389 2628 136
1744 840 -69
120 393 -112
2214 527 144
2705 2713 13
693 1664 45
2762 2381 -59
1048 768 -11
1954 1235 83
1240 1862 127
2817 2340 -100
1400 558 -4
1935 1430 145
537 623 -77
1029 211 54
2880 253 21
2785 2528 100
1555 671 -102
375 2631 -84
40 1986 -148
1539 1765 -112
1262 1052 137
464 2557 -6
2170 2450 -101
1293 99 -144
2331 75 0
26 2066 -1
1623 1843 80
1695 1918 13
628 329 -54
2613 979 66
1679 577 102
2115 2292 22
2448 323 48
395 1197 -108
2411 1993 81
202 2610 -106
705 2965 69
2715 2253 134
2478 2145 -83
1285 2900 -144
1633 1885 -131
32 1256 -72
2982 2901 -135
2860 2471 87
2343 768 95
2171 1603 -11
1879 1034 -143
530 2161 -58
926 2906 43
188 227 84
2224 1093 24
1094 582 77
1005 2146 -89
2540 237 -9
578 1956 3
1042 300 125
143 595 -65
1804 6 -141
335 698 113
1023 1312 -7
396 2339 -144
1846 43 -11
1280 2455 -147
1870 990 127
413 454 -22
450 2241 96
2525 1213 -79
2695 1403 -43
2067 1187 -29
1041 125 -60
2000 1907 92
1293 2117 3
943 2893 61
2925 28 -98
2850 1892 -4
2623 353 -47
346 826 4
1238 2571 -55
2299 1056 -67
751 2019 16
2717 1846 37
1421 1912 99
2444 2897 28
942 1104 -68
2641 1296 -70
244 918 69
2584 174 -109
1149 2014 53
2032 1851 114
2363 1651 140
1917 683 -34
252 586 148
137 2397 -68
2027 1148 32
2271 669 27
1014 1104 -93
2495 2811 92
798 1990 40
2493 2074 124
314 2173 118
2865 1833 -111
1252 463 -99
2088 245 120
1106 1271 -121
258 1157 32
238 122 6
706 1189 -45
351 923 -50
2097 2836 56
1510 1813 80
844 743 145
2578 1949 64
1785 227 -104
1356 2917 105
1102 2286 -148
2979 411 108
1490 775 -32
89 296 -12
2122 529 -36
277 2553 -20
85 2652 97
1751 2001 43
72 2916 -128
1511 2125 -146
939 2544 -76
902 2758 -21
1586 2108 28
979 2947 80
1245 1128 -76
1719 1677 147
1785 2231 -134
954 1769 56
1421 945 116
860 1497 90
2677 1049 86
2388 675 127
1130 1487 132
1253 0 -139
2488 1215 -110
940 799 107
2454 304 135
499 792 62
682 983 79
2137 2033 -64
2683 2857 -60
968 1708 132
437 2684 1
2869 1583 -42
1640 87 -10
2820 2835 115
1897 677 -84
553 1533 -36
1624 2734 49
712 2984 -42
504 1822 13
462 473 -10
1122 2053 122
1750 337 106
1931 1197 136
1357 599 -98
985 447 -142
725 2996 78
338 2342 -95
742 37 -17
2053 793 146
609 1924 -65
239 2206 42
1499 175 -111
1647 618 27
712 896 91
2130 90 -115
286 523 -144
2736 1037 -43
1949 971 -127
1285 2200 -85
1325 2118 -106
729 8 75
536 2980 -20
384 1747 -36
204 1700 114
1411 1040 -104
2483 766 120
1845 1506 -6
1107 2266 28
2199 674 141
2990 2832 -46
2917 1290 57
2234 1246 -52
2239 426 6
2314 1350 -29
2776 1822 51
812 2676 -7
2570 38 -94
1561 1180 -43
856 61 89
1808 290 -79
2618 419 84
547 2977 13
709 1371 -139
336 2621 84
129 358 -119
1897 1504 -2
2105 1238 -115
516 2481 23
1727 1771 32
140 816 -19
2589 2513 1
2271 2283 -38
12 184 101
574 1733 114
649 595 -91
2416 377 -115
1891 138 -117
55 1787 -72
1439 441 -104
834 1368 22
2668 1974 -37
2633 241 18
1015 1974 -96
2956 1524 -131
2144 2240 -146
2876 1027 68
1291 1641 141
1471 259 -117
2016 1943 -114
1505 1157 -16
275 2046 -89
46 2145 102
1901 2326 34
1649 350 46
1025 1970 -145
793 2323 -56
896 210 -142
2550 290 52
2350 2315 -111
760 984 134
50 1082 -136
1584 1790 82
1066 2116 -125
1101 2610 -32
1621 2193 -104
1593 2895 -88
1167 2420 83
2865 696 40
1632 2189 83
1817 1129 29
613 1600 -145
1861 2151 -13
1813 2907 -126
617 2211 14
966 1531 -48
1522 1155 107
2158 1464 -110
946 1065 -115
2946 1540 92
2464 2194 -70
2715 2200 -6
1302 696 111
1067 415 25
354 2448 29
988 2321 -97
1197 1509 -71
658 2122 47
1999 1899 -120
2036 1984 -115
2953 1485 149
2567 1208 -19
2681 1879 -107
2259 1706 75
1026 2124 74
2884 2128 -145
2481 2714 18
1338 2307 104
1105 1697 55
1641 2343 147
679 2736 133
1954 930 -104
2279 488 -104
2072 2176 115
86 1231 -25
260 2514 -7
2990 1438 147
2242 618 -131
61 219 140
833 2672 2
502 2928 148
1447 1945 -122
2686 2794 94
683 547 -35
1464 1723 3
168 1130 116
1858 1512 -18
1201 142 -6
2702 1684 120
2312 2250 61
2850 1195 -120
2101 2183 -142
848 784 37
2462 1343 -59
2871 2016 -32
441 2683 -115
1976 516 -39
1283 205 46
2769 2675 87
20 30 -135
2389 2373 -73
1777 786 135
522 345 35
713 935 133
2186 1096 -135
2752 521 -82
636 1688 136
2792 65 -148
1496 2386 26
1547 121 -45
702 1564 22
2257 2370 -4
1359 2080 -141
2960 510 67
1033 1675 -49
2775 1790 -56
2272 2703 -117
515 2542 116
456 2186 148
626 364 15
908 2340 -114
154 12 -38
2706 525 -149
2179 79 38
2517 2421 141
1969 839 -65
2762 1473 70
2147 53 -58
1715 1429 -89
2663 2771 59
631 2572 -16
1988 170 -149
655 850 -36
1278 1406 113
1523 2371 123
2461 2173 -52
1587 1417 3
2126 2595 113
2406 370 55
1496 833 52
2879 519 -143
1585 465 144
2107 2271 49
1519 2596 2
1492 2753 140
959 1357 -9
2865 1686 109
1313 2435 -51
1468 1869 -131
1578 2074 93
1274 1316 -61
585 2722 7
2095 2174 -83
2658 2295 -33
231 2503 0
590 480 -55
2702 1858 -57
561 120 -106
1713 332 -82
2467 2320 -74
987 94 64
264 1714 -90
1425 2255 117
2792 2231 30
1718 1128 -70
79 2091 -137
2808 126 109
2518 220 114
1456 147 -134
360 751 -128
1294 589 -26
694 1090 122
1419 301 -94
2523 2539 127
637 2186 -27
169 2623 14
1415 644 -119
1378 1676 -2
846 137 38
616 1288 -24
2333 915 -6
62 616 -129
442 1984 -149
2396 26 -2
775 2416 2
759 755 44
554 1443 -49
1422 121 63
1917 793 60
1175 74 101
1622 1208 76
2720 2291 -129
72 977 8
254 922 -137
816 1803 -112
289 2253 99
322 1902 -69
654 729 -138
274 2226 84
1972 348 53
2307 1518 137
2695 1179 44
2659 1961 126
1472 2645 -22
628 196 85
835 1229 -132
956 1158 20
2296 1724 -76
1406 2983 124
691 2588 -114
104 2877 92
2004 623 -25
2611 842 -99
2135 1590 -128
2855 804 109
1381 779 -33
692 1532 -149
161 2047 140
2569 2959 -89
228 580 28
440 456 -44
745 1125 -48
1616 1180 64
1226 2472 93
2482 5 -33
2105 587 -38
1165 1064 -149
2032 2508 -88
2978 1638 9
169 744 -19
2049 2518 58
2143 2061 40
1186 1226 54
300 1768 147
2396 1566 -65
2152 2000 73
786 1668 79
2224 2728 -8
2425 2267 -134
452 2169 -70
2211 2235 -61
2064 1750 -45
2767 754 117
565 2942 -73
2815 579 88
1269 2886 -9
1640 1321 31
1626 1020 54
1893 984 49
336 829 -7
2405 1365 -49
1094 1592 -119
2017 2313 67
1977 1160 3
591 562 -54
2072 2134 0
193 945 -47
2521 2061 -9
1366 2885 18
107 2268 -100
1432 1799 -85
1098 2792 -82
1029 1316 108
1583 1399 107
2070 271 -80
1877 406 136
2403 2252 -85
1285 1428 -10
101 2949 -135
626 2157 41
938 2593 -133
1493 2768 85
1109 96 111
1739 2584 149
1731 2849 -56
850 1287 -119
223 1588 83
400 2158 -138
1463 2920 -8
1685 23 98
2356 2470 46
1683 988 96
2190 2275 19
2341 2197 4
1158 2058 -91
1341 837 -32
675 1736 -58
580 85 34
2253 2727 26
1670 2536 120
549 1348 99
1835 573 101
1731 617 121
376 1529 94
2342 1467 -28
916 634 57
2240 581 41
1131 749 149
1575 1099 45
2726 201 -83
1389 2735 -145
1745 170 67
1392 1752 -123
740 255 -20
1843 1030 -115
114 2980 -58
2124 8 67
717 928 -49
1580 1870 -62
2000 64 134
1682 2911 -118
2644 2826 -116
2592 988 -115
212 2947 -9
1052 2771 -10
2057 1666 -70
1145 925 -24
1774 1043 136
763 2016 -84
1301 2061 65
174 582 82
2024 2900 137
376 2300 -114
2537 2695 29
1851 2788 -94
706 1075 40
1884 2819 45
2158 1807 74
2438 156 -132
766 222 103
2271 955 25
2029 128 27
2394 2490 -4
2517 192 -18
148 56 -32
2743 2439 43
1927 269 33
2431 592 126
2842 1080 -11
1717 907 -45
1166 121 -82
6 491 -65
1195 1143 71
2592 2935 62
2881 1467 2
2322 1828 -129
424 2699 101
1794 2041 -133
2720 144 -127
213 2202 -2
2753 1249 -75
2090 638 45
701 2205 -123
287 1041 -130
209 2820 143
531 1674 0
2071 775 130
1794 1622 -140
2015 2452 -32
2933 1188 110
2945 923 -109
487 2943 134
389 1668 -48
280 479 13
860 447 -71
2182 344 -98
1636 353 88
2823 2825 40
1639 2046 -75
2624 2078 53
2781 377 -48
2170 494 -129
2726 1038 22
352 862 67
2128 465 109
82 2389 -119
735 2140 -132
1485 822 61
2896 2141 -82
2872 2361 -63
165 1645 -10
2128 1970 146
4 2514 110
1269 1552 21
1344 2830 -111
2395 151 -83
1710 2758 -45
2906 14 -34
2905 1812 41
575 1290 11
1167 2982 137
1793 1050 118
1274 884 85
460 105 92
824 550 -110
1801 759 73
67 1300 6
1140 1048 7
2449 2491 -82
1836 219 -29
1725 2519 51
631 2324 125
1301 283 38
164 1963 -34
770 2851 24
2511 2067 140
379 955 -11
2432 227 -89
2666 1237 -98
404 1048 21
1133 1175 114
147 2362 -126
454 658 84
1688 1466 -106
180 2429 129
389 843 -1
2384 920 36
2052 1582 -66
1472 2193 -129
1983 2987 97
2096 1594 103
2520 503 -20
1932 1953 -83
57 665 -130
1167 1966 -118
2926 1828 44
2703 449 3
1910 240 10
527 282 87
1863 2961 99
1251 318 108
1103 358 -128
2464 2457 -21
1922 1756 110
298 1343 -141
19 1352 -11
1811 793 131
651 1760 -121
842 2694 -85
1500 1955 73
650 688 110
2017 2932 -10
495 2419 -139
1171 851 123
637 1649 -107
1134 884 112
2641 1304 -62
537 551 32
1565 938 78
2194 2526 -145
928 1205 107
2312 401 127
2692 1353 142
1567 149 -5
2742 1748 15
2047 2073 99
137 2169 20
2053 2768 -128
2156 981 36
1929 731 -9
2752 2089 -138
1054 972 -6
171 147 11
2174 1819 55
1599 788 95
435 1492 -76
1667 403 149
54 1167 -14
129 2793 4
12 831 76
2647 2299 124
1836 612 107
503 1491 -129
27 1361 -96
2646 183 4
1032 102 76
1224 81 123
632 1343 -69
282 1989 149
35 179 -52
2399 1350 -145
2293 871 90
2204 2177 69
1750 528 -22
2668 2785 -134
651 884 115
189 2681 -109
2850 1546 -127
1233 421 68
546 350 111
846 2458 -71
2945 1502 -20
1254 1953 -136
1419 1735 -13
1335 1592 -115
370 1336 146
2644 1512 -115
2105 1726 23
1306 80 140
1591 214 7
2700 849 -85
762 2702 -74
2152 2848 138
1762 1237 -142
200 2343 131
370 2991 34
714 85 99
1282 2386 100
193 185 -108
2888 499 46
769 1331 -102
2970 1537 -27
2398 851 -63
2053 505 117
1662 2655 95
1618 2872 -20
2538 1121 123
2243 365 -35
1937 1599 142
554 1124 16
2429 722 -18
875 1692 -61
1132 1728 -49
277 1826 -78
2777 1338 44
125 139 40
640 1966 48
2547 951 51
110 557 109
403 576 -73
1574 454 56
2485 999 -80
573 2658 -34
2373 2031 -33
791 1422 -137
2364 568 -129
23 1709 91
2285 2477 122
2828 2435 67
9 743 65
590 891 38
1604 1776 -41
693 2409 -147
1662 1128 -59
1842 440 94
1642 1620 -146
964 2486 43
466 474 88
2349 827 -4
281 2246 135
1114 1350 -123
2943 312 -33
1239 1768 133
209 987 45
1912 1639 48
1479 1207 -54
1601 1940 68
2412 2377 72
2983 885 -120
1257 2702 106
276 1924 -137
1035 1699 -90
1367 1606 125
1520 2792 47
258 684 129
1782 2705 -89
923 870 -132
2196 180 22
715 1051 -55
174 477 -129
1882 851 137
1301 676 -73
161 197 25
2485 62 110
1718 2073 9
662 1224 -32
1475 1815 146
532 2568 -11
2472 1286 -89
2151 1604 94
76 598 -133
468 1184 114
2616 2014 -146
1873 1148 -46
941 1791 -89
1020 2355 -51
2081 2271 78
1173 1454 130
1238 1991 103
2448 567 -27
1490 1197 -123
589 2862 -29
888 1539 91
1167 2520 -47
2581 382 -139
2784 1403 -12
2732 2392 113
1923 2611 -92
1443 1270 49
2112 2576 86
2556 1603 -148
2508 878 -123
5 1411 17
943 1227 -90
2416 2801 44
2236 2012 -33
2740 401 135
828 633 34
1577 671 -113
1659 540 -82
1848 2366 -77
2458 2071 -5
2001 1434 -105
2507 1299 -25
2803 439 -138
1664 2673 -8
2280 2487 -13
13 452 -78
766 704 -149
1377 1837 109
2432 2955 126
2937 1366 -55
1290 446 -135
2093 936 -88
2456 403 -99
41 925 -24
1344 2863 26
1597 2334 76
2043 244 -111
2269 2175 96
1481 2471 -63
666 1030 -109
290 2059 -46
2759 1103 -91
2093 1196 100
2557 1435 -67
1869 1165 73
791 2516 15
118 243 -97
711 2091 -113
125 1007 -121
1727 2658 -125
1221 2576 19
2241 1611 -59
2635 2263 -114
336 2783 -88
339 2705 -40
868 1391 -35
2537 2320 -97
354 1703 -112
2865 2554 -52
2714 1629 -26
2463 528 -29
351 2199 142
1280 1016 -98
858 1730 1
2262 444 135
1055 572 8
2552 129 -110
2046 1627 -122
1936 1473 -33
2756 2051 34
2931 1322 102
2176 580 138
429 885 -10
1327 2274 -99
1042 55 15
1928 572 -26
1798 2523 87
1088 1997 -125
1750 1678 43
1630 1406 139
165 1521 64
440 113 60
2488 1763 -88
2821 2264 4
2722 1316 -136
2425 524 -2
120 2659 -82
341 2574 -66
2222 2754 -100
1516 1226 -2
1737 1901 99
967 102 131
1843 1710 -89
858 1184 56
586 2987 90
972 1518 103
1281 2662 -13
451 2115 -135
2333 564 -87
2453 1784 22
2921 1544 -57
88 129 40
1923 901 26
1731 500 -113
253 2311 32
451 1814 66
2212 834 2
2912 1141 0
180 2569 62
2365 1111 61
763 1321 -145
1443 850 64
2442 444 136
502 25 103
2007 6 129
2751 70 78
2541 59 -65
2944 1178 -134
1738 383 -137
1635 2030 -65
2080 2021 52
204 2446 -104
2045 1825 -149
2994 2529 -9
1316 2429 133
930 1746 -83
873 439 -135
987 2570 129
2560 2521 89
1163 444 105
2815 1713 -49
1137 1615 -108
2511 2383 -93
2737 2831 101
351 1290 -145
420 61 -67
273 2034 141
301 378 129
1500 615 72
1061 1952 -23
64 2537 -110
1791 978 111
1821 2718 -33
1933 2695 72
1468 2703 -95
1849 50 -92
1444 155 18
2885 301 -97
2606 187 109
1364 2633 90
625 1724 -50
2838 2031 67
2624 1584 94
2352 19 -117
2919 2174 130
1345 1716 -49
1162 685 121
502 1541 -73
1733 2452 79
2224 1159 15
845 1950 -41
2897 2213 136
2662 190 -6
2418 622 116
1218 1991 116
2103 2279 -67
345 2103 -20
25 1534 33
1235 1287 27
348 1624 -68
800 2244 86
695 2508 47
2192 1121 57
2071 2022 41
1052 2251 15
956 2980 115
523 300 -135
953 612 -26
157 2289 -49
1776 2461 -81
660 2700 -80
620 2545 18
2141 762 -133
2270 2082 -10
1364 141 36
1665 833 27
254 28 134
110 168 147
2125 1406 -113
2048 1690 94
1599 2643 14
2537 2558 -111
2414 1947 129
2587 2080 64
1234 2076 118
1384 847 -147
2555 1832 87
427 1896 74
799 653 41
1404 729 115
650 1532 19
296 439 -88
2241 2803 -120
2670 1849 24
1078 2787 -29
139 1898 138
815 2 35
63 1211 -77
583 930 82
982 2831 40
2812 256 -98
513 2126 64
215 293 37
418 1338 -70
2183 345 -109
1483 1221 10
1349 1923 5
847 2313 -134
2409 1234 -20
839 157 -106
1485 2592 -83
2735 2383 49
61 1090 100
479 2573 -135
2245 1209 -31
2939 699 107
195 1219 -27
2355 1560 2
800 603 -148
